Gene name (systematic),Gene name (standard),ref,Class,M (Beyer)1,L (in codon),alpha_phys,J_phys,rho_phys,Jmax,rho_max
YIL068C,SEC6,2906,abrupt,"0,8",806,"0,04249","0,03930","0,00699","0,24875","0,07117"
YIL069C,RPS24B,2908,smooth,"25,74",136,"0,19215","0,16352","0,01484","0,80197","0,08372"
YIL070C,MAM33,2909,smooth,"2,52",267,"0,15780","0,13281","0,02103","0,31735","0,06203"
YIL071C,PCI8,2910,hybrid,"0,16",445,"0,04138","0,03860","0,00725","0,20863","0,06732"
YIL072W,HOP1,2912,abrupt,"0,1",606,"0,04960","0,04636","0,00870","0,20899","0,09823"
YIL073C,SPO22,2913,abrupt,"0,06",976,"0,02096","0,02098","0,00393","0,22223","0,08214"
YIL074C,SER33,2914,abrupt,"1,07",470,"0,12317","0,10780","0,01588","0,32971","0,07048"
YIL075C,RPN2,2915,abrupt,"3,05",946,"0,09502","0,07653","0,01241","0,25606","0,06200"
YIL076W,SEC28,2916,abrupt,"4,48",297,"0,09572","0,08365","0,01446","0,23475","0,09495"
YIL077C,,2917,abrupt,"0,36",321,"0,10803","0,09172","0,01652","0,27370","0,09116"
YIL078W,THS1,2918,abrupt,"14,2",735,"0,11362","0,09863","0,01181","0,34598","0,06223"
YIL079C,AIR1,2919,abrupt,"0,78",361,"0,05083","0,04604","0,00851","0,28716","0,09011"
YIL082W,,2920,hybrid,"3,88",291,"0,06891","0,06285","0,01067","0,27525","0,06948"
YIL083C,CAB2,2921,hybrid,"2,88",366,"0,09344","0,07650","0,01367","0,28622","0,08223"
YIL084C,SDS3,2922,abrupt,"0,21",328,"0,08634","0,07959","0,01287","0,29635","0,07746"
YIL085C,KTR7,2923,hybrid,"1,45",518,"0,06970","0,06365","0,01061","0,31335","0,07997"
YIL086C,,2924,smooth,"0,11",103,"0,30106","0,20077","0,03857","0,28541","0,06774"
YIL087C,AIM19,2925,hybrid,"0,55",158,"0,10432","0,09134","0,01853","0,26193","0,08500"
YIL088C,AVT7,2926,smooth,"1,48",491,"0,07441","0,06077","0,01094","0,24684","0,06212"
YIL089W,,2927,abrupt,"0,11",206,"0,06693","0,05743","0,01166","0,26782","0,08875"
YIL090W,ICE2,2928,smooth,"1,48",492,"0,04786","0,04500","0,00789","0,26253","0,05483"
YIL091C,UTP25,2929,abrupt,"1,08",722,"0,05889","0,05320","0,00896","0,24807","0,10243"
YIL092W,,2930,hybrid,"0,21",634,"0,04118","0,03937","0,00732","0,24390","0,06811"
YIL093C,RSM25,2931,hybrid,"0,71",265,"0,07885","0,06982","0,01385","0,24391","0,06910"
YIL094C,LYS12,2932,smooth,"3,78",372,"0,11347","0,10237","0,01447","0,30072","0,05587"
YIL095W,PRK1,2933,abrupt,"0,25",811,"0,04192","0,03861","0,00700","0,25832","0,07031"
YIL096C,,2934,abrupt,"1,09",337,"0,08663","0,07732","0,01446","0,24373","0,08687"
YIL097W,FYV10,2935,abrupt,"0,21",517,"0,07936","0,06925","0,01194","0,28722","0,07436"
YIL098C,FMC1,2936,smooth,"1,2",156,"0,17790","0,14509","0,02462","0,35006","0,07536"
YIL099W,SGA1,2937,abrupt,"0,16",550,"0,03042","0,02977","0,00556","0,24132","0,09003"
YIL100W,,2939,smooth,"0,1",118,#N/A,#N/A,#N/A,"0,24634","0,07521"
YIL101C,XBP1,2940,abrupt,"0,48",648,"0,04662","0,04369","0,00862","0,20726","0,09388"
YIL102C,,2941,abrupt,"0,08",102,"0,28217","0,20614","0,03679","0,35506","0,10201"
YIL103W,DPH1,2942,hybrid,"1,1",426,"0,09632","0,08730","0,01378","0,31860","0,07649"
YIL104C,SHQ1,2943,abrupt,"1,45",508,"0,06718","0,06073","0,01101","0,24380","0,08250"
YIL105C,SLM1,2944,smooth,"0,31",687,"0,04277","0,03951","0,00739","0,19104","0,04207"
YIL106W,MOB1,2945,abrupt,"0,98",315,"0,08684","0,07654","0,01488","0,25385","0,08447"
YIL107C,PFK26,2946,smooth,"0,52",828,"0,03622","0,03480","0,00579","0,29148","0,06370"
YIL108W,,2947,hybrid,"0,76",697,"0,07480","0,06636","0,01263","0,25086","0,06606"
YIL109C,SEC24,2948,smooth,"3,32",927,"0,06944","0,06330","0,01041","0,28524","0,05737"
YIL110W,HPM1,2949,abrupt,"0,93",378,"0,05843","0,05445","0,00985","0,24216","0,07958"
YIL111W,COX5B,2950,smooth,"0,94",152,"0,09881","0,08132","0,01542","0,28434","0,06309"
YIL112W,HOS4,2951,smooth,"0,63",1084,"0,03365","0,03159","0,00534","0,25533","0,05161"
YIL113W,SDP1,2952,hybrid,"0,09",210,"0,08882","0,07311","0,01616","0,21643","0,06813"
YIL114C,POR2,2953,smooth,"1,32",282,"0,07399","0,06731","0,01176","0,24499","0,05776"
YIL115C,NUP159,2954,abrupt,"1,23",1461,"0,01891","0,01846","0,00303","0,29696","0,09183"
YIL116W,HIS5,2956,abrupt,"1,76",386,"0,09681","0,08898","0,01356","0,33049","0,08979"
YIL117C,PRM5,2957,abrupt,"1,03",319,"0,08592","0,07738","0,01598","0,27128","0,08984"
YIL118W,RHO3,2958,smooth,"1,97",232,"0,14017","0,11059","0,01680","0,34882","0,06652"
YIL119C,RPI1,2959,smooth,"0,27",408,"0,05004","0,04583","0,00746","0,30103","0,06622"
YIL120W,QDR1,2960,abrupt,"0,05",564,"0,02002","0,01934","0,00358","0,23412","0,09186"
YIL121W,QDR2,2961,abrupt,"0,46",543,"0,04308","0,03960","0,00772","0,23859","0,09138"
YIL122W,POG1,2962,abrupt,"0,11",352,"0,06268","0,05645","0,01281","0,22249","0,09222"
YIL123W,SIM1,2963,smooth,"5,95",476,"0,16014","0,12832","0,01593","0,45644","0,06637"
YIL124W,AYR1,2964,smooth,"2,22",298,"0,13752","0,10120","0,01640","0,32955","0,07796"
YIL125W,KGD1,2965,smooth,"1,06",1015,"0,09932","0,08008","0,01215","0,30020","0,05411"
YIL126W,STH1,2966,#NV,"0,99",1360,"0,02494","0,02349","0,00374","0,24546","0,09880"
YIL127C,RRT14,2967,smooth,"2,21",207,"0,11142","0,09097","0,01727","0,28124","0,07680"
YIL128W,MET18,2968,abrupt,"0,62",1033,"0,05950","0,05535","0,00987","0,22916","0,09895"
YIL129C,TAO3,2969,abrupt,"2,29",2377,#N/A,#N/A,#N/A,"0,23435","0,08213"
YIL130W,ASG1,2970,abrupt,"0,87",965,"0,02582","0,02489","0,00432","0,28096","0,08150"
YIL131C,FKH1,2971,smooth,"0,91",485,"0,05908","0,05416","0,01023","0,24628","0,05462"
YIL132C,CSM2,2972,smooth,"0,11",214,"0,05771","0,05398","0,01093","0,24651","0,06898"
YIL133C,RPL16A,2973,hybrid,"38,16",200,"0,13932","0,12634","0,01297","0,48729","0,07306"
YIL134W,FLX1,2974,abrupt,"0,25",312,"0,04353","0,03992","0,00784","0,24928","0,09277"
YIL135C,VHS2,2975,hybrid,"0,81",437,"0,06671","0,06264","0,01263","0,24371","0,07662"
YIL136W,OM45,2976,hybrid,"0,3",394,"0,07331","0,06636","0,01175","0,27579","0,07201"
YIL137C,TMA108,2977,abrupt,"0,61",947,"0,08261","0,07485","0,01277","0,26114","0,08506"
YIL138C,TPM2,2978,smooth,"0,86",162,"0,18176","0,14390","0,02171","0,34666","0,06454"
YIL139C,REV7,2979,smooth,"0,15",246,"0,10951","0,09236","0,01600","0,26776","0,05991"
YIL140W,AXL2,2980,smooth,"0,6",824,"0,12485","0,08997","0,01501","0,25341","0,04683"
YIL141W,,2981,smooth,"0,38",130,#N/A,#N/A,#N/A,"0,22213","0,05029"
YIL142W,CCT2,2983,abrupt,"4,63",528,"0,14384","0,10363","0,01711","0,26557","0,07055"
YIL143C,SSL2,2984,hybrid,"1,12",844,"0,06766","0,06143","0,01009","0,25470","0,05699"
YIL144W,TID3,2985,abrupt,"0,29",692,"0,04504","0,04262","0,00718","0,27365","0,08099"
YIL145C,PAN6,2986,smooth,"1,44",310,"0,06749","0,06345","0,01284","0,26657","0,07444"
YIL146C,ATG32,2987,abrupt,"0,28",530,"0,03628","0,03444","0,00669","0,26028","0,08286"
YIL147C,SLN1,2988,abrupt,"1,11",1221,"0,02306","0,02281","0,00402","0,24369","0,07475"
YIL148W,RPL40A,2989,hybrid,"23,77",129,"0,17997","0,15555","0,01565","0,64234","0,09579"
YIL149C,MLP2,2990,hybrid,"1,26",1680,"0,01513","0,01442","0,00245","0,23567","0,05971"
YIL150C,MCM10,2991,abrupt,"0,18",572,"0,06050","0,05639","0,01066","0,25821","0,08142"
YIL151C,,2992,hybrid,"0,57",1119,"0,02088","0,02031","0,00348","0,21371","0,05118"
YIL152W,,2993,hybrid,"0,93",236,"0,23740","0,15290","0,03800","0,18519","0,06575"
YIL153W,RRD1,2994,hybrid,"0,23",394,"0,04886","0,04606","0,01012","0,22335","0,07055"
YIL154C,IMP2',2995,smooth,"1,89",347,"0,10253","0,08572","0,01814","0,21974","0,05721"
YIL155C,GUT2,2996,hybrid,"0,37",650,"0,07735","0,06603","0,01155","0,25134","0,06005"
YIL156W-A,,2997,hybrid,"0,06",134,"0,02178","0,02130","0,00421","0,23751","0,09031"
YIL156W,UBP7,2998,abrupt,"0,61",1072,#N/A,#N/A,#N/A,"0,18220","0,06811"
YIL157C,COA1,2999,abrupt,"2,73",198,"0,11946","0,09952","0,01613","0,31825","0,07707"
YIL158W,AIM20,3000,abrupt,"2,94",205,"0,08476","0,07419","0,01381","0,28565","0,08385"
YIL159W,BNR1,3001,abrupt,"0,17",1376,"0,01924","0,01916","0,00346","0,20853","0,07404"
YIL160C,POT1,3002,abrupt,"0,11",418,"0,03200","0,03054","0,00518","0,25594","0,07961"
YIL161W,,3003,smooth,"0,64",236,"0,07848","0,07015","0,01099","0,37418","0,07629"
YIL162W,SUC2,3004,smooth,"0,59",533,"0,13366","0,08979","0,01234","0,25752","0,03708"
YIL163C,,3005,smooth,"0,07",118,#N/A,#N/A,#N/A,"0,24403","0,07629"
YIL164C,NIT1,3006,hybrid,"0,32",200,"0,08118","0,07056","0,01323","0,26287","0,07205"
YIL165C,,3007,abrupt,"0,62",120,"0,31942","0,22844","0,04870","0,28539","0,09126"
YIL166C,,3008,abrupt,"0,19",543,"0,02149","0,02085","0,00372","0,23609","0,09137"
YIL169C,,3009,abrupt,"0,66",996,"0,02226","0,02216","0,00314","0,23453","0,10737"
YIL171W,,3010,hybrid,"0,44",151,#N/A,#N/A,#N/A,"0,23678","0,08828"
YIL172C,IMA3,3011,abrupt,"0,24",590,"0,03841","0,03681","0,00562","0,30488","0,07920"
YIL173W,VTH1,3012,abrupt,"0,22",1550,"0,02250","0,02158","0,00361","0,23215","0,10067"
YIL176C,PAU14,3013,smooth,"2,57",121,"0,20387","0,16742","0,01758","0,65114","0,09508"
YIL177C,,3014,abrupt,"4,7",1759,#N/A,#N/A,#N/A,"0,22298","0,09144"
YIR001C,SGN1,3015,hybrid,"0,47",251,"0,09226","0,07833","0,01444","0,21928","0,06253"
YIR002C,MPH1,3016,abrupt,"0,57",994,"0,03196","0,03071","0,00529","0,26222","0,08827"
YIR003W,AIM21,3017,hybrid,"0,87",680,"0,06030","0,05276","0,00988","0,23772","0,08394"
YIR004W,DJP1,3018,abrupt,"1,38",433,"0,07918","0,07324","0,01280","0,28092","0,09234"
YIR005W,IST3,3019,hybrid,"0,43",149,"0,34692","0,21637","0,04419","0,28742","0,07584"
YIR006C,PAN1,3020,smooth,"2,68",1481,"0,02203","0,02099","0,00371","0,21484","0,04437"
YIR007W,,3021,abrupt,"0,4",765,"0,05344","0,04916","0,00896","0,27282","0,09276"
YIR008C,PRI1,3022,abrupt,"0,87",410,"0,09519","0,08265","0,01470","0,27921","0,08697"
YIR009W,MSL1,3023,smooth,"0,24",112,"0,41509","0,21035","0,05108","0,24704","0,06939"
YIR010W,DSN1,3024,abrupt,"0,5",577,"0,04778","0,04351","0,00807","0,26679","0,09096"
YIR011C,STS1,3025,smooth,"2,46",320,"0,10840","0,09454","0,01850","0,22937","0,05889"
YIR012W,SQT1,3026,hybrid,"4,26",432,"0,10312","0,08865","0,01630","0,28156","0,08028"
YIR013C,GAT4,3027,hybrid,"0,4",122,#N/A,#N/A,#N/A,"0,28999","0,07721"
YIR014W,,3028,hybrid,"0,11",243,"0,11776","0,10270","0,02574","0,20711","0,08773"
YIR015W,RPR2,3029,hybrid,"0,1",145,"0,11814","0,10290","0,02154","0,26460","0,09051"
YIR016W,,3030,abrupt,"1,55",266,"0,05528","0,04871","0,00974","0,26093","0,08416"
YIR017C,MET28,3031,smooth,"0,09",188,"0,12148","0,10318","0,02159","0,25461","0,06740"
YIR018W,YAP5,3033,hybrid,"0,13",246,"0,05274","0,04764","0,00998","0,23475","0,06855"
YIR019C,MUC1,3034,smooth,"0,37",1368,#N/A,#N/A,#N/A,"0,22960","0,03320"
YIR020C,,3035,hybrid,"0,07",101,"0,46313","0,23754","0,05501","0,28545","0,08386"
YIR021W,MRS1,3038,abrupt,"0,59",364,"0,08048","0,06830","0,01298","0,24169","0,09063"
YIR022W,SEC11,3039,hybrid,"2,79",168,"0,09994","0,08618","0,01440","0,30482","0,06900"
YIR023W,DAL81,3041,hybrid,"0,56",971,"0,03393","0,03271","0,00632","0,21029","0,05338"
YIR024C,,3042,smooth,"0,43",217,"0,11101","0,09583","0,01718","0,25466","0,05892"
YIR025W,MND2,3043,hybrid,"0,22",369,"0,10040","0,08388","0,01577","0,28675","0,07758"
YIR026C,YVH1,3044,smooth,"2,68",365,"0,10948","0,09385","0,01639","0,28818","0,06116"
YIR027C,DAL1,3045,hybrid,"0,07",461,"0,04333","0,04102","0,00728","0,29492","0,07020"
YIR028W,DAL4,3046,hybrid,"0,21",636,"0,11734","0,10207","0,01712","0,32648","0,08100"
YIR029W,DAL2,3047,abrupt,"1,5",344,"0,05744","0,05392","0,00926","0,25377","0,07349"
YIR030C,DCG1,3048,smooth,"0,16",245,"0,08929","0,07373","0,01502","0,23488","0,06084"
YIR031C,DAL7,3050,smooth,"0,18",555,"0,02492","0,02411","0,00364","0,30211","0,05555"
YIR032C,DAL3,3051,smooth,"0,3",196,"0,05431","0,04874","0,01043","0,24495","0,07019"
YIR033W,MGA2,3052,abrupt,"0,47",1114,"0,04685","0,04171","0,00730","0,23823","0,07382"
YIR034C,LYS1,3053,abrupt,"1,55",374,"0,14565","0,12308","0,01965","0,33318","0,07846"
YIR035C,,3054,smooth,"2,95",255,"0,09846","0,09015","0,01466","0,32461","0,06934"
YIR036C,IRC24,3055,abrupt,"1,12",264,"0,08253","0,07734","0,01493","0,27028","0,09262"
YIR037W,HYR1,3057,smooth,"6,15",164,"0,16534","0,13240","0,02088","0,35684","0,08361"
YIR038C,GTT1,3058,hybrid,"1,92",235,"0,11334","0,09770","0,01599","0,32412","0,07834"
YIR039C,YPS6,3059,hybrid,"0,15",538,"0,04767","0,04429","0,00789","0,24877","0,06674"
YIR040C,,3060,smooth,"0,09",111,"0,33479","0,20797","0,05342","0,23961","0,07460"
YIR041W,PAU15,3061,smooth,"0,87",125,"0,29269","0,22227","0,02310","0,62143","0,08307"
YIR042C,,3062,abrupt,"0,11",237,"0,06316","0,05756","0,00965","0,29353","0,07855"
YJL001W,PRE3,3063,hybrid,"5,37",216,"0,12930","0,11041","0,01852","0,31367","0,07394"
YJL002C,OST1,3064,abrupt,"4,09",477,"0,09437","0,07929","0,01299","0,30595","0,08077"
YJL003W,COX16,3065,smooth,"0,32",119,"0,66462","0,24201","0,05330","0,29299","0,07280"
YJL004C,SYS1,3066,smooth,"1,42",204,"0,06832","0,05902","0,01245","0,25768","0,07055"
YJL005W,CYR1,3067,abrupt,"0,3",2027,"0,02772","0,02601","0,00484","0,22725","0,07300"
YJL006C,CTK2,3068,smooth,"0,84",324,"0,12379","0,08819","0,01587","0,25267","0,05671"
YJL007C,,3069,smooth,"0,09",105,#N/A,#N/A,#N/A,"0,30321","0,06455"
YJL008C,CCT8,3070,abrupt,"4,06",569,"0,13320","0,10098","0,01579","0,31142","0,08081"
YJL009W,,3071,hybrid,"0,79",109,#N/A,#N/A,#N/A,"0,26045","0,07661"
YJL010C,NOP9,3072,abrupt,"0,79",667,"0,10578","0,09441","0,01548","0,31336","0,07703"
YJL011C,RPC17,3073,hybrid,"1,64",162,"0,23672","0,14382","0,02862","0,27058","0,08492"
YJL012C,VTC4,3074,smooth,"3,88",722,"0,12607","0,10694","0,01575","0,34328","0,08137"
YJL013C,MAD3,3075,hybrid,"0,14",516,"0,07583","0,07023","0,01315","0,27251","0,07252"
YJL014W,CCT3,3076,hybrid,"3,64",535,"0,14016","0,11675","0,01773","0,36533","0,07983"
YJL015C,,3077,smooth,"0,14",125,"0,37866","0,23915","0,04407","0,34114","0,07754"
YJL016W,,3078,smooth,"1,22",562,"0,24577","0,16746","0,03112","0,27605","0,06129"
YJL019W,MPS3,3079,#NV,"3,88",683,"0,08046","0,06736","0,01261","0,17766","0,07637"
YJL020C,BBC1,3080,abrupt,"3,88",1158,"0,05930","0,05291","0,00960","0,25396","0,06797"
YJL022W,,3081,smooth,"0,08",103,"0,57421","0,24471","0,06152","0,25556","0,07053"
YJL023C,PET130,3082,smooth,"0,13",348,"0,26193","0,16079","0,03118","0,21869","0,04826"
YJL024C,APS3,3083,smooth,"0,24",195,"0,15123","0,12448","0,02225","0,28940","0,06546"
YJL025W,RRN7,3084,abrupt,"0,37",515,"0,03201","0,02993","0,00594","0,24417","0,08341"
YJL026W,RNR2,3085,smooth,"4,08",400,"0,20069","0,14955","0,01900","0,33598","0,05004"
YJL027C,,3086,hybrid,"0,25",139,"0,24996","0,16687","0,04112","0,24955","0,09035"
YJL028W,,3087,smooth,"0,1",112,"0,85254","0,22614","0,07607","0,22661","0,07881"
YJL029C,VPS53,3088,abrupt,"0,56",823,"0,03855","0,03583","0,00680","0,22889","0,07837"
YJL030W,MAD2,3089,smooth,"0,87",197,"0,08632","0,07557","0,01459","0,21781","0,06176"
YJL031C,BET4,3090,hybrid,"0,45",328,"0,11376","0,09223","0,01603","0,28077","0,06800"
YJL032W,,3091,smooth,"0,28",105,#N/A,#N/A,#N/A,"0,25608","0,06490"
YJL033W,HCA4,3092,abrupt,"0,56",771,"0,08641","0,07954","0,01335","0,26315","0,07659"
YJL034W,KAR2,3093,smooth,"13,91",683,"0,13566","0,11508","0,01361","0,27673","0,03517"
YJL035C,TAD2,3094,smooth,"0,45",251,"0,05718","0,05052","0,00896","0,30954","0,07172"
YJL036W,SNX4,3095,hybrid,"0,5",424,"0,07032","0,06604","0,01166","0,28655","0,08080"
YJL037W,IRC18,3096,smooth,"0,11",225,"0,55417","0,23537","0,04766","0,29129","0,08146"
YJL038C,LOH1,3097,abrupt,"0,09",220,"0,31105","0,15623","0,03005","0,24585","0,09702"
YJL039C,NUP192,3098,hybrid,"0,43",1684,"0,01801","0,01748","0,00301","0,24619","0,06615"
YJL041W,NSP1,3099,#NV,"2,13",824,"0,08843","0,07896","0,01264","0,30817","0,09172"
YJL042W,MHP1,3100,hybrid,"2,21",1399,"0,04672","0,04341","0,00763","0,25598","0,06375"
YJL043W,,3101,abrupt,"0,06",258,"0,09431","0,08224","0,01730","0,23623","0,09013"
YJL044C,GYP6,3102,hybrid,"0,45",459,"0,04109","0,03939","0,00692","0,23965","0,06584"
YJL045W,,3103,abrupt,"0,22",635,"0,05827","0,05328","0,00851","0,28671","0,06497"
YJL046W,AIM22,3104,smooth,"0,18",410,"0,07366","0,06544","0,01161","0,28553","0,06305"
YJL047C,RTT101,3105,hybrid,"0,2",843,"0,04201","0,03934","0,00726","0,27029","0,07184"
YJL048C,UBX6,3107,hybrid,"0,59",397,"0,07140","0,06410","0,01222","0,25717","0,06772"
YJL049W,,3108,abrupt,"0,34",451,"0,08170","0,07495","0,01241","0,30571","0,07666"
YJL050W,MTR4,3109,smooth,"0,96",1074,"0,07675","0,07033","0,01072","0,30050","0,05514"
YJL051W,IRC8,3110,hybrid,"0,31",823,"0,04196","0,03894","0,00694","0,28450","0,07923"
YJL052W,TDH1,3112,smooth,"5,86",333,"0,27403","0,22209","0,02103","0,69893","0,08208"
YJL053W,PEP8,3113,abrupt,"1,47",380,"0,09005","0,08144","0,01444","0,26571","0,08751"
YJL054W,TIM54,3114,smooth,"0,75",479,"0,05444","0,05087","0,00878","0,28397","0,06309"
YJL055W,,3115,hybrid,"5,01",246,"0,12061","0,10490","0,01807","0,29379","0,06932"
YJL056C,ZAP1,3116,abrupt,"0,09",881,"0,02936","0,02770","0,00469","0,28515","0,08047"
YJL057C,IKS1,3117,abrupt,"0,6",668,"0,04319","0,04057","0,00722","0,27734","0,07483"
YJL058C,BIT61,3118,smooth,"0,21",544,"0,06483","0,05451","0,00981","0,26893","0,05967"
YJL059W,YHC3,3119,smooth,"0,58",409,"0,06171","0,05498","0,01070","0,24338","0,06204"
YJL060W,BNA3,3120,hybrid,"0,41",445,"0,10284","0,09202","0,01471","0,29109","0,06741"
YJL061W,NUP82,3121,smooth,"1,4",714,"0,06943","0,06016","0,01065","0,23025","0,04623"
YJL062W,LAS21,3122,smooth,"0,84",831,"0,09994","0,08221","0,01595","0,24182","0,05752"
YJL063C,MRPL8,3124,abrupt,"1,74",239,"0,06933","0,05955","0,01418","0,21667","0,09271"
YJL064W,,3125,smooth,"0,07",132,"0,41487","0,18135","0,03509","0,29020","0,06296"
YJL065C,DLS1,3126,hybrid,"1,22",168,"0,14101","0,11569","0,02526","0,23256","0,07209"
YJL066C,MPM1,3127,smooth,"0,29",253,"0,09183","0,08514","0,01655","0,24990","0,06760"
YJL067W,,3128,hybrid,"0,36",117,#N/A,#N/A,#N/A,"0,25793","0,08936"
YJL068C,,3129,hybrid,"1,18",300,"0,12664","0,11180","0,01776","0,30965","0,06847"
YJL069C,UTP18,3130,abrupt,"1,93",595,"0,08840","0,07907","0,01382","0,25281","0,09263"
YJL070C,,3131,smooth,"0,19",889,#N/A,#N/A,#N/A,"0,25470","0,05653"
YJL071W,ARG2,3132,smooth,"0,62",575,"0,04674","0,04336","0,00808","0,23469","0,05806"
YJL072C,PSF2,3133,abrupt,"0,75",214,"0,08685","0,07208","0,01411","0,24187","0,07613"
YJL073W,JEM1,3134,#NV,"0,43",646,"0,03126","0,02822","0,00516","0,24873","0,08703"
YJL074C,SMC3,3135,smooth,"0,46",1231,"0,02641","0,02546","0,00421","0,23345","0,04690"
YJL075C,APQ13,3136,abrupt,"0,27",139,"0,45733","0,23089","0,05582","0,27525","0,09448"
YJL076W,NET1,3137,smooth,"0,4",1190,"0,03285","0,03118","0,00545","0,22963","0,05124"
YJL077C,ICS3,3138,smooth,"0,12",132,"0,31004","0,16140","0,03527","0,28014","0,08377"
YJL078C,PRY3,3139,smooth,"1,16",882,"0,07886","0,06904","0,01244","0,25930","0,05792"
YJL079C,PRY1,3140,smooth,"1,76",300,"0,18165","0,12559","0,01819","0,32899","0,06457"
YJL080C,SCP160,3141,smooth,"5,99",1223,"0,08548","0,08013","0,01064","0,31410","0,04965"
YJL081C,ARP4,3142,abrupt,"0,84",490,"0,06384","0,06040","0,01088","0,23751","0,10027"
YJL082W,IML2,3143,abrupt,"0,48",732,"0,09538","0,08335","0,01449","0,26011","0,08073"
YJL083W,TAX4,3144,abrupt,"0,28",605,"0,02868","0,02754","0,00551","0,21562","0,07364"
YJL084C,ALY2,3145,hybrid,"0,45",1047,"0,05433","0,05062","0,00926","0,22108","0,06830"
YJL085W,EXO70,3146,abrupt,"0,14",624,"0,04136","0,03897","0,00665","0,27702","0,08232"
YJL086C,,3147,hybrid,"0,06",123,"0,35528","0,23361","0,04569","0,31600","0,07682"
YJL087C,TRL1,3148,abrupt,"0,38",828,"0,09380","0,08242","0,01358","0,28281","0,09609"
YJL088W,ARG3,3149,smooth,"0,26",339,"0,18053","0,13038","0,02072","0,32226","0,06702"
YJL089W,SIP4,3150,hybrid,"0,11",830,"0,02659","0,02471","0,00433","0,23249","0,06009"
YJL090C,DPB11,3151,hybrid,"0,38",765,"0,03168","0,03023","0,00516","0,26940","0,06483"
YJL091C,GWT1,3152,smooth,"0,92",491,"0,12915","0,09970","0,01858","0,26575","0,06627"
YJL092W,SRS2,3153,abrupt,"0,8",1175,"0,02050","0,01973","0,00366","0,21479","0,09411"
YJL093C,TOK1,3154,abrupt,1,692,"0,01819","0,01790","0,00329","0,25672","0,08637"
YJL094C,KHA1,3155,abrupt,"0,32",874,"0,02442","0,02361","0,00411","0,24083","0,09622"
YJL095W,BCK1,3156,abrupt,"0,46",1479,"0,02162","0,02072","0,00374","0,25239","0,09660"
YJL096W,MRPL49,3157,abrupt,"1,51",162,"0,08932","0,07793","0,01264","0,31554","0,09351"
YJL097W,PHS1,3158,smooth,"2,31",218,"0,21643","0,14026","0,02494","0,26429","0,05191"
YJL098W,SAP185,3159,abrupt,"1,52",1059,"0,09006","0,07886","0,01389","0,21288","0,05620"
YJL099W,CHS6,3160,abrupt,"0,39",747,"0,05964","0,05461","0,00986","0,25180","0,07805"
YJL100W,LSB6,3161,hybrid,"0,62",608,"0,04527","0,04213","0,00801","0,28384","0,08134"
YJL101C,GSH1,3162,smooth,"0,78",679,"0,08641","0,07162","0,01287","0,22685","0,04885"
YJL102W,MEF2,3163,hybrid,"0,56",820,"0,03692","0,03523","0,00635","0,25635","0,07364"
YJL103C,GSM1,3164,abrupt,"0,17",619,"0,01959","0,01903","0,00347","0,25438","0,06778"
YJL104W,PAM16,3165,smooth,"0,75",150,"0,23298","0,15311","0,02647","0,35969","0,07676"
YJL105W,SET4,3166,smooth,"0,09",561,"0,04173","0,03895","0,00741","0,24018","0,05508"
YJL106W,IME2,3167,hybrid,"0,09",646,"0,02280","0,02164","0,00375","0,28241","0,06548"
YJL107C,,3168,abrupt,"0,08",388,"0,07874","0,07297","0,01295","0,26059","0,10068"
YJL108C,PRM10,3169,hybrid,"0,72",384,"0,08206","0,07474","0,01233","0,28197","0,06320"
YJL109C,UTP10,3170,hybrid,"2,44",1770,#N/A,#N/A,#N/A,"0,24726","0,05708"
YJL110C,GZF3,3171,hybrid,"0,56",552,"0,03081","0,02823","0,00543","0,23982","0,07057"
YJL111W,CCT7,3172,abrupt,"2,23",551,"0,11341","0,09626","0,01484","0,32040","0,06917"
YJL112W,MDV1,3173,abrupt,"0,55",715,"0,03971","0,03741","0,00695","0,24403","0,08517"
YJL115W,ASF1,3174,abrupt,"1,27",280,"0,12700","0,10868","0,01912","0,29708","0,09621"
YJL116C,NCA3,3175,hybrid,"0,48",338,"0,11895","0,10308","0,01568","0,34808","0,08026"
YJL117W,PHO86,3176,hybrid,"3,84",312,"0,12250","0,11086","0,01932","0,27227","0,06809"
YJL118W,,3177,abrupt,"0,43",220,"0,05009","0,04675","0,01079","0,19431","0,10071"
YJL119C,,3178,smooth,"0,19",108,"0,15205","0,12262","0,02048","0,35837","0,07144"
YJL120W,,3179,hybrid,"0,11",108,"0,24026","0,19074","0,04294","0,27517","0,08539"
YJL121C,RPE1,3180,smooth,"2,79",239,"0,15960","0,12346","0,01714","0,35603","0,06930"
YJL122W,ALB1,3181,hybrid,"2,12",176,"0,19219","0,15648","0,02478","0,30997","0,07260"
YJL123C,MTC1,3182,abrupt,"3,29",479,"0,07889","0,07336","0,01236","0,25668","0,06991"
YJL124C,LSM1,3183,smooth,"1,65",173,"0,09790","0,08800","0,01540","0,30637","0,07263"
YJL125C,GCD14,3184,abrupt,"2,15",384,"0,10314","0,09008","0,01576","0,29033","0,07882"
YJL126W,NIT2,3185,smooth,"1,02",308,"0,10393","0,08888","0,01734","0,23088","0,05895"
YJL127C,SPT10,3186,abrupt,"0,18",641,"0,04761","0,04240","0,00757","0,25918","0,08807"
YJL128C,PBS2,3188,hybrid,"1,06",669,"0,05854","0,05352","0,00898","0,27859","0,06169"
