ORF,Length,RPF,mRNA,TE,IP
YJL025W,514,2.5324,15.9235,0.159035387948629,0.00026112551691231
YJL026W,399,334.3249,157.4526,2.12333680104362,0.00635431689868068
YJL027C,138,0,6.6917,0,0
YJL029C,822,12.5164,40.6057,0.30824243886942,0.000524573888104576
YJL030W,196,24.3391,86.7962,0.280416654185321,0.000482760728095065
YJL031C,327,28.5719,117.6371,0.242881709936746,0.000470548398043484
YJL033W,770,66.1758,75.2646,0.879242034103682,0.00183164553252765
YJL034W,682,462.0358,208.6706,2.21418733640484,0.00711793284330205
YJL035C,250,10.9238,80.905,0.135020085285211,0.00025141167002472
YJL036W,423,26.5421,55.0201,0.482407338409054,0.00089703260904745
YJL037W,224,0.3046,2.6624,0.114408052884615,0.000200145373623785
YJL038C,219,1.5573,3.3278,0.467966824929383,0.000816938103287042
YJL039C,1683,26.2323,28.6104,0.916879875849341,0.00174986580294436
YJL042W,1398,15.0749,8.0128,1.88135233626198,0.00350071473762618
YJL043W,257,0.2657,2.8389,0.0935925886787136,0.000143647396335637
YJL044C,458,21.8298,92.2214,0.236710785132301,0.000442482999466887
YJL045W,634,0.5406,3.3606,0.160864131405106,0.000348733057011906
YJL046W,409,6.527,58.8465,0.110915687424061,0.000206989717149257
YJL047C,842,6.5172,14.0848,0.462711575599228,0.000816439189486736
YJL048C,396,7.7774,60.9381,0.12762787156147,0.000219508549960692
YJL049W,450,17.8036,78.9268,0.225571035440433,0.000454363249695376
YJL050W,1073,95.7388,105.6651,0.90605885954776,0.00206351983417714
YJL051W,822,4.339,12.7248,0.340987677605935,0.000602479567874249
YJL053W,379,33.5821,91.7187,0.366142346108264,0.000680645324348841
YJL054W,478,27.654,61.5154,0.449545967351265,0.000861830590456253
YJL055W,245,104.208,305.0104,0.341653923931774,0.000678849375403419
YJL056C,880,3.1961,19.7623,0.161727126903245,0.000311884072695286
YJL057C,667,4.2142,47.9218,0.087939100785029,0.000161147566386524
YJL058C,543,5.0474,28.9256,0.174495948225793,0.000310376993784825
YJL059W,408,7.5496,32.4283,0.232808997079711,0.000396934461541842
YJL060W,444,54.7467,26.5133,2.06487687311651,0.00459177525658957
YJL061W,713,23.5615,75.1024,0.313724994141332,0.000578631642579335
YJL062W,830,17.7676,23.2782,0.763272074301278,0.00130089672549227
YJL062WA,85,114.9889,115.5421,0.995212134797619,0.00161039997115837
YJL063C,238,43.8757,66.2934,0.661841148590961,0.000893921295537883
YJL065C,167,30.9688,64.9106,0.477099271921689,0.000735953318566182
YJL066C,252,18.1531,29.7383,0.610428302895593,0.00105031651272637
YJL068C,299,56.0042,98.1382,0.57066667210118,0.00126754747386887
YJL069C,594,47.1911,150.0647,0.314471691210525,0.000609224103708329
YJL070C,888,3.5536,17.9338,0.198150977483857,0.000370508023602114
YJL071W,574,6.4471,59.6064,0.108161204165996,0.000190916753028477
YJL072C,213,33.9376,124.0822,0.273509012573923,0.000466902608965242
YJL073W,645,15.3046,15.0721,1.01542585306626,0.00179915650147045
YJL074C,1230,22.7113,21.1926,1.07166180647962,0.00215338038653231
YJL076W,1189,55.5874,28.5383,1.94781749438474,0.00357482454261692
YJL077C,131,1.0361,5.5352,0.187183841595606,0.000286141087402199
YJL077WB,32,0,27.7606,0,0
YJL078C,881,34.8836,24.656,1.41481181051265,0.00244036066067225
YJL079C,299,53.9469,41.52,1.29929913294798,0.00313756633040441
YJL080C,1222,419.6757,53.7371,7.80979435064415,0.0210573356305864
YJL081C,489,28.4348,104.7624,0.271421807824181,0.000497615925919791
YJL082W,731,12.0073,19.8633,0.604496735184989,0.00117224149359052
YJL083W,604,5.7873,4.0782,1.4190819479182,0.00226864451892108
YJL084C,1046,11.2179,8.7297,1.28502697687206,0.002280856547066
YJL085W,623,13.6431,54.8239,0.248853146164355,0.000481041383679331
YJL087C,827,24.2183,26.9072,0.900067639888208,0.0018665575422813
YJL088W,338,6.0703,4.1273,1.4707678143096,0.00327177301155803
YJL089W,829,0.0827,0.4018,0.205823792931807,0.000381135792548106
YJL090C,764,5.2063,26.6798,0.195140143479336,0.000375375047159361
YJL091C,490,22.0865,53.0893,0.41602545145632,0.000747032363407306
YJL092W,1174,3.9753,13.1736,0.301762616141374,0.000528088423409995
YJL093C,691,4.0682,40.8642,0.0995541329574542,0.000176322766155457
YJL094C,873,8.0149,33.0481,0.24252226300453,0.000458152255112865
YJL095W,1478,6.2706,8.2112,0.763664263445051,0.00133654087720802
YJL096W,161,67.6023,131.737,0.513161070921609,0.00103463724958364
YJL097W,217,94.2928,122.7283,0.768305272704014,0.00149987558867376
YJL098W,1058,18.2903,65.5187,0.279161521825067,0.000533866794942779
YJL099W,746,9.8359,41.9654,0.234381180686947,0.00042873972384287
YJL100W,607,2.4842,9.213,0.269640725062412,0.00045643237819658
YJL101C,678,17.3929,26.5197,0.65584829390981,0.00123094676233301
YJL102W,819,4.0199,5.6942,0.705963963331109,0.00129195029424875
YJL103C,618,1.331,3.8783,0.343191604569012,0.000609049705623452
YJL104W,149,128.1826,269.3938,0.475818671402237,0.000899890804982126
YJL105W,560,0.2447,1.9017,0.128674344007993,0.000222331728402547
YJL106W,645,0,11.2525,0,0
YJL107C,387,6.366,10.4774,0.607593486933781,0.00113614552913433
YJL108C,383,0,13.1896,0,0
YJL109C,1769,33.6917,56.93,0.591809239416828,0.00114960927044195
YJL110C,551,21.5141,35.7544,0.601718949276173,0.00100352642168141
YJL111W,550,159.0941,212.1321,0.749976547632348,0.00169604164674375
YJL112W,714,10.1797,67.8148,0.150110300406401,0.000260125408805214
YJL115W,279,60.9745,58.2742,1.04633783046357,0.00201545115021102
YJL116C,337,3.8559,3.5481,1.08675065528029,0.00250709822309873
YJL117W,311,139.8027,345.2468,0.404935541763168,0.000799269590193399
YJL118W,219,4.9834,11.496,0.433489909533751,0.000613408049672423
YJL121C,238,198.4442,75.4854,2.62890837168512,0.00687716513827198
YJL122W,175,164.9496,249.0187,0.662398446381738,0.00146676736354673
YJL123C,478,105.3144,206.5359,0.50990844690923,0.00100293109532672
YJL124C,172,147.2199,173.3649,0.849190926190942,0.00169653815004584
YJL125C,383,32.1609,113.4996,0.283356945751351,0.000555793253601016
YJL126W,307,14.2505,108.1388,0.131779712739553,0.0002241306613873
YJL127C,640,8.1404,23.3045,0.349305928039649,0.000642469884220343
YJL127CB,52,67.8752,307.2511,0.220911170049513,0.000373319273562222
YJL128C,668,29.6606,31.5014,0.941564501895154,0.00182525393684545
YJL129C,1235,5.1686,23.3202,0.221636178077375,0.000406175942643767
YJL130C,2214,202.7438,40.6451,4.98814863292254,0.0127806588291164
YJL131C,356,17.8708,28.7438,0.621727120283331,0.00110726678002355
YJL132W,750,2.4688,27.4432,0.0899603544776119,0.000165793751566009
YJL133CA,74,123.5305,172.923,0.714367088241587,0.00167361957786038
YJL133W,314,20.4663,110.8163,0.184686729298849,0.000288754719752731
YJL134W,409,27.6143,164.51,0.16785788097988,0.000296061650112287
YJL136C,87,4927.6192,4347.6271,1.13340428851407,0.00488861859436676
YJL136WA,27,0,2.3288,0,0
YJL137C,380,7.9233,27.6359,0.286703165085993,0.000528890064135975
YJL139C,428,7.9979,44.9022,0.178118221378908,0.000350928130892099
YJL140W,221,152.171,411.0394,0.370210252350505,0.000671788801361002
YJL141C,807,10.1989,24.188,0.421651232015876,0.000680794039595567
YJL143W,158,130.4273,325.2869,0.400960813361989,0.000795480745907478
YJL144W,104,5.2035,15.1626,0.343179929563531,0.000477111234705396
YJL145W,294,97.6308,173.1786,0.563757877705444,0.00130569783123644
YJL146W,469,11.3899,44.1111,0.258209384939392,0.000409380591471446
YJL147C,382,6.9864,46.9798,0.148710722480726,0.000257402491417586
YJL148W,233,182.7567,572.6556,0.319138937958522,0.000638968048088582
YJL149W,663,11.1676,13.4587,0.829768105389079,0.00150279772185577
YJL151C,133,189.345,239.931,0.789164384760619,0.00145395069595342
YJL153C,533,0.8998,9.3644,0.0960873093844774,0.000197412094597551
YJL154C,944,21.876,44.8267,0.488012724559247,0.00087612578560808
YJL155C,452,13.3317,51.3558,0.259594826679752,0.000491251749397022
YJL156C,699,14.97,39.3567,0.38036725640107,0.00070153578566836
YJL157C,830,30.6595,74.8917,0.409384484528993,0.00073945691713141
YJL158C,227,1367.8675,310.0436,4.41185530035131,0.015410886621556
YJL160C,287,1.6666,10.1755,0.16378556336298,0.00028580695242613
YJL161W,180,4.1616,16.1688,0.257384592548612,0.000362531914149091
YJL162C,583,7.6409,48.2985,0.158201600463783,0.000292907443472332
YJL163C,555,3.2101,14.9905,0.214142290117074,0.000343431280605648
YJL164C,397,17.4121,27.1273,0.641866311796603,0.00129091411768751
YJL165C,855,22.3035,33.1191,0.673433154886455,0.00121955625955875
YJL166W,94,260.7871,294.4781,0.885590813034993,0.00218195147721759
YJL167W,352,357.1835,285.9695,1.24902655702793,0.00333105553609762
YJL168C,733,34.9882,83.8711,0.417166342160768,0.00075541089437727
YJL170C,209,8.1561,20.5977,0.395971394864475,0.000663381966404244
YJL171C,396,96.958,76.2145,1.27217261807136,0.00273104492788021
YJL172W,576,95.4195,29.7,3.21277777777778,0.0072582914184392
YJL173C,122,163.3935,113.9019,1.43451075004017,0.00262777331787221
YJL174W,276,121.039,183.2029,0.660682773034706,0.00118786343553117
YJL176C,825,32.092,36.0976,0.889034174017109,0.00165688580900259
YJL177W,184,2429.7875,1317.037,1.84488932353457,0.00759977434664507
YJL178C,271,103.0935,278.6194,0.370015512200514,0.000743309891812153
YJL179W,109,152.7771,381.2426,0.400734597864982,0.000770599524514386
YJL180C,325,24.8266,122.6161,0.202474226467813,0.000392297649578508
YJL181W,611,7.7404,35.4128,0.218576333980933,0.000352892683651008
YJL183W,422,51.2629,214.7696,0.238687877613964,0.000467395930429731
YJL184W,123,88.7596,111.3818,0.796895004390304,0.00131479256330514
YJL185C,293,4.6649,10.4214,0.447626998291976,0.000732374079110395
YJL186W,586,75.3173,126.4344,0.595702593597945,0.00117048702848815
YJL187C,819,6.7836,20.9058,0.324484114456275,0.000609880416746269
YJL189W,51,12590.758,8160.765,1.54284040773138,0.00700084125650865
YJL190C,130,5608.2867,7984.5554,0.702391857660603,0.00313971277437945
YJL192C,234,109.947,280.1556,0.392449767200798,0.000751130959384029
YJL193W,402,14.302,104.0229,0.13748895675856,0.000230617563557963
YJL194W,513,15.2237,20.8834,0.728985701562006,0.00121354431347892
YJL196C,310,91.9572,353.423,0.26019019701604,0.000463953203073574
YJL197W,1254,12.5891,20.3091,0.619874834433825,0.00118558616716587
YJL198W,881,31.9247,69.0518,0.462329729275703,0.000915470477985614
YJL200C,789,70.4965,115.1654,0.612132637059395,0.00147325558938831
YJL201W,599,19.1083,35.6757,0.535611074204571,0.00101286199658283
YJL203W,280,31.4771,64.9406,0.484706023658543,0.000991904800451858
YJL204C,840,12.8203,21.0188,0.609944430700135,0.0011666504524241
YJL205C,53,45.5033,78.728,0.577981150289605,0.00102286735860402
YJL206C,758,4.0713,19.4209,0.209634980871123,0.000364002692361219
YJL207C,2014,9.2745,21.1633,0.438235057859597,0.00079627106507785
YJL208C,329,30.3461,53.5004,0.567212581588175,0.00104414480221232
YJL209W,654,3.8785,34.8212,0.111383295233938,0.000205993702768643
YJL210W,271,8.8222,34.7662,0.25375796031778,0.00040856116322383
YJL212C,799,27.5546,17.1758,1.60426879679549,0.00319424566007261
YJL213W,331,0.2066,114.9864,0.00179673422248196,3.57256200115408e-06
YJL214W,569,1.5657,3.3925,0.461518054532056,0.000956328033167441
YJL216C,581,0,6.3015,0,0
YJL217W,198,191.0414,329.3304,0.580090389469056,0.00109766677822984
YJL218W,196,19.819,21.6146,0.916926521887983,0.00155435641209216
YJR001W,602,37.1159,96.8742,0.383135034921579,0.000681910955110674
YJR002W,593,63.9134,180.1784,0.354722874662002,0.000673672984387932
YJR003C,519,23.7603,153.7307,0.154557938004576,0.000281524354158043
YJR004C,650,0.8437,9.6295,0.0876161794485695,0.000158192808475317
YJR005CA,93,8.7121,2.8207,3.0886304817953,0.00704891717037605
YJR005W,700,15.0845,49.759,0.303151188729677,0.000552384165618216
YJR006W,487,18.1433,54.7814,0.331194529530096,0.000657878500397392
YJR007W,304,371.4514,165.9842,2.23787203842293,0.00674070748546897
YJR008W,338,1.6187,32.4289,0.0499153532805615,8.90690082642786e-05
YJR010CA,94,106.3264,171.6626,0.619391760348498,0.00100458180161381
YJR010W,511,23.0586,54.5607,0.422622876905905,0.0011182035034105
YJR011C,261,12.8213,81.075,0.158141227258711,0.000283311106796274
YJR012C,207,14.163,30.7128,0.461143236696101,0.000756674491241072
YJR013W,403,24.7968,103.7658,0.238968908831233,0.000387207066011931
YJR014W,198,263.3273,175.1971,1.50303458219343,0.0033863469708842
YJR015W,510,74.0124,135.4289,0.546503737385447,0.00100641714605748
YJR016C,585,673.6223,496.3585,1.35712856735605,0.0037990831511727
YJR017C,170,94.0853,59.8875,1.57103402212482,0.00255311787645928
YJR019C,349,7.2518,18.2759,0.396795780235173,0.000595911072419874
YJR021C,314,13.7754,17.9123,0.769046967726088,0.001303433077954
YJR022W,109,32.2944,68.1652,0.473766672730367,0.000927289605368075
YJR024C,244,52.3161,240.4907,0.217538973440553,0.00040804718248862
YJR025C,177,76.1661,116.5768,0.653355556165549,0.00134206110085308
YJR030C,745,8.5604,15.8251,0.540938129932828,0.000910683611449027
YJR031C,1408,11.5063,22.0684,0.521392579434848,0.000894399649367631
YJR032W,393,63.2144,74.5949,0.847435950715129,0.00179326079201348
YJR033C,1357,6.8291,7.1245,0.958537441223946,0.00170612584192839
YJR034W,108,62.6708,58.4383,1.07242681597514,0.00153850470041767
YJR035W,1085,3.6051,16.2184,0.222284565678489,0.000394024711254792
YJR036C,892,0.9229,10.6822,0.0863960607365524,0.000149887971284912
YJR039W,1121,1.1019,14.2712,0.0772114468299793,0.000135452606071622
YJR040W,779,14.9666,36.6854,0.407971563619314,0.000761614352673078
YJR041C,1174,17.2456,34.2968,0.502834083646288,0.000888894230037802
YJR042W,744,33.5503,105.1948,0.318934966367159,0.000592022456247081
YJR043C,350,24.6252,53.3429,0.46163969338,0.000832271655327919
YJR044C,140,96.0589,89.5338,1.07287862237501,0.00201278409139112
YJR045C,654,994.3518,134.0923,7.41542802979739,0.0257082009510643
YJR046W,604,15.2059,29.4292,0.516694303616816,0.000792521176284516
YJR048W,109,158.3665,48.8618,3.24111064266973,0.00900424141700307
YJR049C,530,27.4054,54.9966,0.498310804667925,0.000911010249601554
YJR050W,235,34.8485,117.3431,0.2969795411916,0.000478299283989656
YJR051W,501,35.276,84.0669,0.419618185040724,0.000854228961457981
YJR052W,565,8.7326,39.7012,0.219958086909212,0.000394743748584935
YJR053W,574,7.9991,16.6991,0.479013839069171,0.000953593266409616
YJR054W,497,7.4426,97.0574,0.0766824580093841,0.000141416942210536
YJR055W,164,28.6256,76.9661,0.371924782469165,0.00075301084785648
YJR056C,236,25.7372,90.7268,0.283678031188139,0.000440402431968448
YJR057W,216,48.9418,178.4975,0.274187593663777,0.000529257292463836
YJR058C,147,43.4565,137.407,0.316261180289214,0.000468592658778476
YJR059W,818,24.7357,16.9405,1.46015170744665,0.00280251778058599
YJR060W,351,113.4223,176.0434,0.644286011290398,0.00116594224123266
YJR061W,935,1.174,16.6063,0.0706960611334253,0.000125777923427002
YJR062C,457,13.7858,39.2978,0.350803352859448,0.000630507517036853
YJR063W,125,162.7792,108.5691,1.49931426160851,0.00310225818709729
YJR064W,562,184.605,421.509,0.437962178743514,0.00101454108421516
YJR065C,449,119.1066,97.0258,1.22757658272336,0.00280055765184459
YJR066W,2470,5.5613,13.7207,0.405321885909611,0.000726831982987066
YJR067C,141,47.6928,86.0987,0.553931708608841,0.00106585426087256
YJR068W,353,54.6473,170.1568,0.321158484409674,0.000703979444017232
YJR069C,197,159.8295,156.2533,1.02288719662241,0.00236559156433803
YJR070C,325,395.9632,248.9107,1.5907841647627,0.00445504238662726
YJR072C,385,92.2509,297.9924,0.309574673716511,0.000592352312322459
YJR073C,206,33.7577,101.2616,0.333371189078585,0.00059340606209441
YJR074W,218,35.981,89.6518,0.401341635081504,0.000741358589819939
YJR075W,396,72.4161,163.6766,0.442434043717917,0.000883083983920744
YJR076C,415,72.2479,120.9649,0.597263338373363,0.00123740475204244
YJR077C,311,179.3695,74.9422,2.3934378761232,0.00637113544995952
YJR078W,453,1.0581,4.9921,0.211954888724184,0.000370283871358278
YJR079W,109,0.6587,7.0383,0.0935879402696674,0.00013734925266077
YJR080C,394,19.8023,35.2629,0.561561868139036,0.00105469591187307
YJR082C,113,54.5437,97.8078,0.557662067851439,0.00107193332296243
YJR083C,309,26.9901,42.1175,0.640828634178192,0.00101804567366467
YJR084W,423,13.7566,57.5353,0.239098431745381,0.000389507827089736
YJR085C,105,213.2747,357.3622,0.596802627698173,0.00106199563665841
YJR086W,110,195.1083,127.3378,1.5322103884314,0.00224415467954628
YJR088C,292,113.9762,219.8229,0.518491021636053,0.00106046116582257
YJR089W,954,7.9109,25.0079,0.316336037812051,0.000605706397682292
YJR090C,1151,15.0258,26.2359,0.572719060523939,0.000958825941226515
YJR091C,1091,17.8008,9.2866,1.91682639502078,0.00347031144159168
YJR092W,1447,30.627,19.203,1.5949070457741,0.00290621667945834
YJR093C,327,40.7774,36.561,1.11532507316539,0.00208087986846007
YJR094C,360,8.7416,9.7829,0.893559169571395,0.00189654644122055
YJR094WA,92,3554.7585,6480.5901,0.548523891366004,0.00177202567433429
YJR095W,322,0.2123,1.0313,0.205856685736449,0.000460416040126247
YJR096W,282,18.4139,80.2504,0.229455554115618,0.000485773171314834
YJR097W,172,24.5367,162.9861,0.150544739704797,0.000270981907815878
YJR098C,656,4.0819,16.9775,0.240429980857017,0.000477477590095147
YJR099W,236,33.8343,92.9739,0.363911807507268,0.000688594517101836
YJR100C,327,15.2654,110.4955,0.138154042472318,0.000239451445410483
YJR101W,266,40.313,237.4345,0.169785772497257,0.000293317332194382
YJR102C,202,18.2227,68.8336,0.264735536133516,0.000471947074469714
YJR103W,578,22.4777,85.0895,0.264165378807021,0.00047317116568085
YJR104C,154,1507.3286,916.8816,1.64397300589302,0.00443492555440015
YJR105W,340,472.3191,649.2753,0.727455826519198,0.00192795263499249
YJR106W,725,3.4995,8.9112,0.392708052787503,0.000641391477718284
YJR107W,328,0,10.7325,0,0
YJR108W,123,8.8208,22.4906,0.392199407752572,0.00068997169031119
YJR109C,1118,55.061,42.5111,1.2952146615825,0.00297406222417341
YJR110W,688,5.5807,25.1672,0.221744969643027,0.000414240242570326
YJR111C,283,22.9365,64.4907,0.355655931785513,0.000640703766619602
YJR112W,201,35.9471,143.2874,0.250874117333415,0.000364490906020761
YJR112WA,109,28.9848,143.9662,0.201330590096842,0.000299895794592674
YJR113C,247,27.3626,134.2312,0.203846795677905,0.0003169129681383
YJR116W,279,11.999,27.5911,0.434886611987199,0.000695366545918359
YJR117W,453,93.2679,46.2507,2.01657272214258,0.004422741212131
YJR118C,203,84.2882,137.3207,0.613805493272318,0.00124543726223839
YJR119C,728,3.1083,22.0492,0.140971100992326,0.000259182858876044
YJR120W,116,4.6728,16.453,0.284008995320002,0.000419728761237517
YJR121W,511,346.8178,135.946,2.55114383652333,0.00754519641543849
YJR122W,497,5.6508,36.1455,0.156334813462257,0.000311336218975255
YJR123W,225,6755.6568,5379.392,1.25584021391265,0.00575094072342539
YJR124C,448,21.2454,100.6561,0.211069175141894,0.000416282274576044
YJR125C,408,106.365,110.6472,0.96129861397306,0.00192284750706964
YJR126C,811,12.263,56.1882,0.218248671429232,0.000385411085513966
YJR127C,1380,4.5764,15.0748,0.303579483641574,0.000529059169414869
YJR129C,339,9.4822,32.7256,0.2897486982668,0.000492757049169287
YJR130C,639,5.5784,54.3926,0.102558068560797,0.000185473228037163
YJR131W,549,20.0945,15.2751,1.3155069361248,0.00245608016235277
YJR132W,1048,22.1312,40.8305,0.542026181408506,0.00100928338559237
YJR133W,209,76.9939,119.7835,0.642775507478075,0.00163639954952512
YJR135C,239,9.1385,65.4632,0.139597514328661,0.000250013298384303
YJR135WA,87,167.4301,168.651,0.992760790033857,0.00189028640226237
YJR136C,421,7.6426,99.5047,0.0768064222092022,0.00011173195099942
YJR137C,1442,23.9464,16.6008,1.44248469953255,0.0034024849359246
YJR138W,1584,6.5016,13.5985,0.478111556421664,0.000926039029360707
YJR139C,359,488.2173,789.246,0.618586980485172,0.00191508305871549
YJR140C,1648,6.416,16.106,0.398360859307091,0.000725493861078729
YJR141W,347,6.8992,128.4734,0.0537013887699711,9.53071722775938e-05
YJR142W,342,38.5976,64.8799,0.594908438514856,0.00117320088459048
YJR143C,762,94.3186,83.0464,1.13573375847719,0.00260622510233487
YJR144W,269,74.9078,224.4439,0.33374843335016,0.0006809246367212
YJR147W,358,7.0704,18.7466,0.377156391025573,0.000572796871473319
YJR148W,376,384.3486,539.8356,0.711973423019897,0.00157544496140968
YJR149W,404,0.1694,25.3427,0.00668437064716861,1.34369831886391e-05
YJR150C,298,4.587,5.3466,0.857928403097295,0.00216073566567241
YJR152W,543,0,18.5075,0,0
YJR153W,361,0,5.3382,0,0
YJR154W,346,0.5931,24.1941,0.0245142410753035,4.5769462351276e-05
YJR155W,288,0.4745,36.8742,0.0128680757819831,2.36084071890306e-05
YKL001C,202,89.089,214.3675,0.415590049797661,0.000963290667887512
YKL002W,232,79.2097,211.1383,0.375155526022517,0.000624081395612798
YKL003C,131,78.2267,112.7165,0.694012855260765,0.00121946453905895
YKL004W,401,46.9383,76.0971,0.616821140358831,0.00112909293208025
YKL005C,594,15.5765,50.2083,0.310237550365179,0.000579660607942861
YKL006CA,97,68.4809,354.2736,0.193299472498092,0.000362237918092512
YKL007W,268,101.182,143.3351,0.705912229453916,0.00135863252784179
YKL008C,418,81.3939,240.6776,0.338186436959651,0.000705909118115173
YKL009W,236,322.1491,755.3073,0.42651395001743,0.00109155230835193
YKL010C,1483,13.7026,22.5273,0.60826641452815,0.00112233616541086
YKL011C,353,6.3949,67.3851,0.0949008015125005,0.000159776576676522
YKL012W,583,13.401,81.8676,0.163691130557143,0.000289383843851955
YKL013C,171,146.8784,217.6712,0.674771857737726,0.00127123566572665
YKL014C,1764,25.3403,30.6251,0.827435665516194,0.00161321362291353
YKL015W,979,5.1161,29.6121,0.172770590400546,0.000346805263824677
YKL016C,174,200.7096,175.9514,1.14071044618002,0.00266089547360581
YKL017C,683,9.2353,29.7387,0.31054820822699,0.000603158070409442
YKL018CA,99,40.9643,68.305,0.599726227948174,0.000840693265468658
YKL018W,329,28.0597,60.3645,0.464837777170357,0.000858899141233361
YKL019W,316,24.6646,79.2266,0.311317158631066,0.000543831217650057
YKL020C,1082,10.2745,22.9781,0.447143149346552,0.000824406908901202
YKL021C,468,59.266,200.5573,0.295506570940075,0.00060437338391482
YKL022C,840,9.7173,16.815,0.577894736842105,0.0010381747225355
YKL023W,277,27.1299,20.8418,1.30170618660576,0.0020609911128886
YKL024C,204,203.8478,193.132,1.05548433195949,0.00222077777618571
YKL025C,679,27.9695,17.4577,1.60212971926428,0.00314916860558954
YKL026C,167,5.2973,22.5604,0.234805233949753,0.00045917956512458
YKL027W,447,26.9606,159.9506,0.168555791600657,0.000318408532845205
YKL028W,482,26.2885,102.69,0.255998636673483,0.00054505767898972
YKL029C,669,89.4638,61.8139,1.44730877682851,0.00310108317175166
YKL032C,597,64.6343,32.0035,2.01960098114269,0.00329668372370586
YKL033W,1038,5.1563,32.7474,0.157456775194367,0.000274266012539459
YKL033WA,236,148.9289,455.8809,0.326683789559949,0.000657586839918818
YKL034W,758,11.671,14.4998,0.804907653898674,0.00133330404893929
YKL035W,499,234.3284,124.6706,1.87958026992731,0.00481554245282784
YKL037W,118,0,1.1157,0,0
YKL038W,1170,5.8073,12.25,0.474065306122449,0.000786010701561805
YKL039W,523,66.6767,48.9867,1.36111842602176,0.00277283054463854
YKL040C,256,106.9612,242.2448,0.441541779224982,0.000903814393531364
YKL041W,224,59.6937,130.1627,0.45860834171387,0.000855345217418783
YKL042W,363,30.3438,20.8694,1.45398526071665,0.0026519363060852
YKL043W,366,20.9365,25.9647,0.806344768088982,0.00141735234185644
YKL045W,528,23.0971,83.4366,0.276822161976878,0.000484931408294712
YKL046C,449,69.5424,183.9786,0.377991788175364,0.000920623164309941
YKL047W,516,18.8529,64.2215,0.293560567722647,0.000511126644152117
YKL048C,640,5.3555,36.1012,0.148346869356143,0.000241235195344648
YKL049C,229,54.5263,82.193,0.663393476330101,0.00119417731022051
YKL050C,922,0.0744,7.7334,0.0096206067189076,1.73225507701818e-05
YKL051W,353,9.3017,12.6112,0.737574536919564,0.00140932902879274
YKL052C,292,22.2336,67.5154,0.329311534849827,0.000493889743716162
YKL053CA,86,141.9006,144.6839,0.980762890687907,0.00192490481314997
YKL054C,738,307.0969,88.9902,3.45090695379941,0.00717889082147263
YKL055C,278,4.9151,10.9804,0.447624858839387,0.000835281547438423
YKL056C,167,4929.3365,6368.7609,0.773986742067833,0.00328363457414275
YKL057C,1037,23.9537,53.6032,0.44687070921139,0.000824606785144597
YKL058W,122,106.1502,283.4052,0.374552760499807,0.000622321774711333
YKL059C,441,19.8734,35.8923,0.553695360843412,0.00105446323827983
YKL060C,359,15425.5326,9674.9264,1.59438242341564,0.00704121085830887
YKL061W,113,40.7579,94.3146,0.432148363031811,0.000740775127579562
YKL062W,630,18.0618,10.9912,1.6432964553461,0.00314415887887165
YKL063C,167,89.6465,124.6759,0.719036317363661,0.00148667198106494
YKL064W,969,13.8072,25.8594,0.5339335019374,0.000997637189984703
YKL065C,206,116.1664,346.8613,0.334907353457996,0.000644195787930046
YKL065WA,73,3.6819,16.9874,0.216742997751274,0.000407500047863509
YKL067W,153,327.4996,433.781,0.754988346654187,0.00181698294182434
YKL068W,959,41.638,51.0064,0.81632893127137,0.00141910815198494
YKL068WA,78,137.1704,223.736,0.613090428004434,0.000973703063009447
YKL069W,180,45.0207,97.7479,0.46057971577906,0.000980470663981559
YKL070W,169,0,1.1735,0,0
YKL071W,256,0.2667,4.9226,0.0541786860602121,0.00010051806316074
YKL072W,766,9.7587,25.8277,0.377838522206778,0.000656010450731812
YKL073W,881,47.8092,58.9172,0.811464224369115,0.00158191377560958
YKL074C,527,17.6806,119.8355,0.147540586887859,0.000261290557258567
YKL075C,450,18.4123,168.1998,0.109466836464728,0.000217234520012008
YKL077W,392,182.967,285.2322,0.641466847010962,0.00144477685902253
YKL078W,735,13.4348,34.7079,0.387081903543574,0.000677272619574186
YKL079W,656,14.0036,54.1032,0.258831270608763,0.000443329924450296
YKL080W,392,236.2159,401.7331,0.587992127111259,0.00131795852652851
YKL081W,412,2054.9522,374.1598,5.49217794108293,0.0191693477401508
YKL082C,434,102.6991,202.1118,0.508130153707008,0.00107250164419892
YKL084W,116,54.3212,24.3959,2.22665283920659,0.0039379132122343
YKL085W,334,118.1429,130.8636,0.902794207098078,0.0024084011010129
YKL086W,127,10.6833,5.1884,2.05907408835094,0.00306478980629487
YKL087C,224,37.1563,37.5697,0.988996451928017,0.0018431412760885
YKL088W,571,28.3237,51.2923,0.552201792471774,0.000954143991472302
YKL089W,549,17.3487,46.795,0.37073832674431,0.000695517866662532
YKL091C,310,17.4211,59.5464,0.292563446320852,0.000573122333874872
YKL092C,1104,8.516,24.1511,0.352613338522883,0.000649677637254659
YKL093W,339,0.807,3.9192,0.205909369259032,0.000326923918130341
YKL094W,313,53.5125,203.6675,0.262744424122651,0.000495571877837309
YKL095W,278,19.6603,24.5866,0.79963476039794,0.00145939215326113
YKL096CB,49,4.0695,2.6352,1.54428506375228,0.00309182116357682
YKL096W,239,278.7237,72.1205,3.86469450433649,0.0096174354571766
YKL096WA,92,5051.9487,1456.7902,3.46786290846822,0.0145483310438789
