ORF	Length	RPF	mRNA	TE	IP	FEcap	uATG	utr
YIL095W	810	14.9	23.57	0.632159524819686	0.000779562702774781	-8.9	0	162
YIL096C	336	26.92	37.64	0.71519659936238	0.000861481807234113	NA	NA	NA
YIL097W	516	6.18	12.21	0.506142506142506	0.000666239884153148	NA	NA	NA
YIL098C	155	54.22	37.78	1.43515087347803	0.00200416132783653	NA	NA	NA
YIL101C	647	3.31	4.49	0.737193763919822	0.000818814820390934	NA	NA	NA
YIL103W	425	41.95	50.49	0.830857595563478	0.0012210503068213	-8.5	0	51
YIL104C	507	28.82	34.75	0.829352517985611	0.00102985012662003	NA	NA	NA
YIL105C	686	29.93	40.32	0.742311507936508	0.000885950510677709	NA	NA	NA
YIL106W	314	63.43	47.96	1.32256046705588	0.00156072085981057	-4.5	0	17
YIL107C	827	12.36	24.1	0.512863070539419	0.000693093580828781	NA	NA	NA
YIL108W	696	33.05	45.33	0.729097727774101	0.000871116595664259	NA	NA	NA
YIL109C	926	155.34	197.02	0.788447873312354	0.00111767564545178	-7.7	0	88
YIL110W	377	49.56	65.92	0.751820388349515	0.000940933115192504	NA	NA	NA
YIL111W	151	95.64	108.21	0.883836983642917	0.00108236255980714	NA	NA	NA
YIL112W	1083	18.04	35.04	0.514840182648402	0.000682032570496642	NA	NA	NA
YIL113W	209	4.62	8.48	0.544811320754717	0.000537948151344273	-9.2	0	25
YIL114C	281	35.39	53.59	0.660384400074641	0.000864488906955278	-10.6	1	34
YIL115C	1460	64.14	100.79	0.636372656017462	0.000855276686894788	NA	NA	NA
YIL116W	385	109.47	91.4	1.19770240700219	0.00188060269141675	NA	NA	NA
YIL117C	318	49.59	39.16	1.26634320735444	0.00135354011231226	-3.4	0	67
YIL118W	231	151.32	108.23	1.39813360436108	0.00208057647452134	NA	NA	NA
YIL119C	407	25.01	39.54	0.632524026302479	0.000886301346711025	-5.2	1	202
YIL121W	542	31.95	61.29	0.52129221732746	0.00059431293511609	-9.9	0	5
YIL122W	351	5.65	11.92	0.473993288590604	0.000459428141499631	-6.9	1	258
YIL123W	476	735.95	448	1.64274553571429	0.00321791723038062	NA	NA	NA
YIL124W	297	148.06	130.74	1.13247667125593	0.00164256246492782	-6.2	0	32
YIL125W	1014	100.41	136.87	0.733615839848031	0.00113934313106034	NA	NA	NA
YIL126W	1359	52.97	111.4	0.475493716337522	0.000685926412869143	-8.9	0	71
YIL127C	206	87.53	61.4	1.42557003257329	0.00167523909350884	-6.4	0	41
YIL128W	1032	24.89	49.88	0.498997594226143	0.000642701724902057	-8.9	1	77
YIL129C	2376	16.52	69.87	0.23643910118792	0.000289207728870857	-9.4	1	109
YIL131C	484	41.3	59.08	0.699052132701422	0.000813323173411002	-8.9	0	95
YIL132C	213	6.05	10.4	0.581730769230769	0.000650833559734283	-9.9	0	24
YIL133C	199	2824.19	2193.66	1.28743287473902	0.00347022597897904	-7	0	19
YIL134W	311	7.77	22.79	0.34093900833699	0.000384119986076546	-13.7	0	25
YIL135C	436	33.05	34.09	0.969492519800528	0.00106180114245627	-8.8	0	18
YIL136W	393	27.61	16.78	1.64541120381406	0.00209030300227859	NA	NA	NA
YIL137C	946	66.81	81.73	0.817447693625352	0.00110898751285262	NA	NA	NA
YIL138C	161	299.77	201.14	1.49035497663319	0.00230673357759779	NA	NA	NA
YIL139C	245	8.09	25.11	0.322182397451215	0.000427278168693836	NA	NA	NA
YIL140W	823	39.21	41.56	0.943455245428296	0.00128273359184886	NA	NA	NA
YIL142W	527	288.93	289.87	0.996757167005899	0.0013913271332223	-10.3	0	38
YIL143C	843	33.18	49.62	0.668681983071342	0.000944968990833813	-11.3	0	35
YIL144W	691	16.3	29.77	0.547531071548539	0.000730357724126153	NA	NA	NA
YIL145C	309	82.03	79	1.03835443037975	0.00113894060481769	-7.1	0	10
YIL146C	529	4.01	15.63	0.256557901471529	0.000292579714511552	NA	NA	NA
YIL147C	1220	12	56.84	0.211118930330753	0.000263678447770266	-8.7	0	204
YIL149C	1679	13.39	55.22	0.24248460702644	0.000319619379787133	NA	NA	NA
YIL150C	571	11.65	18.96	0.614451476793249	0.000725478435979186	-13.9	0	32
YIL151C	1118	5.83	40.1	0.145386533665835	0.000190461134540235	NA	NA	NA
YIL152W	235	8.68	18.01	0.481954469739034	0.000458403214381163	-11.5	0	27
YIL153W	393	21.43	41.58	0.515392015392015	0.000514750034591582	-12.3	0	22
YIL154C	346	49.85	33.71	1.47878967665381	0.00152538540465487	-7.9	0	26
YIL155C	649	18.98	32.3	0.587616099071207	0.000778793493598521	NA	NA	NA
YIL156W	1071	9.7	28.31	0.342635111268103	0.00040636038052101	NA	NA	NA
YIL157C	197	88.34	72.2	1.22354570637119	0.00173213734022681	-14.6	0	5
YIL158W	204	41.29	74.55	0.553856472166331	0.000652441225265423	-23.4	0	12
YIL159W	1375	4.98	19.18	0.259645464025026	0.000321267200016543	NA	NA	NA
YIL161W	235	20.65	26.18	0.788770053475936	0.00117300224754296	NA	NA	NA
YIL162W	532	50.44	71.33	0.707135847469508	0.00123860844490619	NA	NA	NA
YIR001C	250	48.44	34.45	1.40609579100145	0.0017499964343394	NA	NA	NA
YIR002C	993	12.27	38.06	0.32238570677877	0.000419900525823031	NA	NA	NA
YIR003W	679	47.86	51.03	0.937879678620419	0.00110598539685321	NA	NA	NA
YIR004W	432	62.36	71.43	0.873022539549209	0.00117757707010263	-10.7	0	12
YIR005W	148	32.26	21.28	1.51597744360902	0.00186537778027761	NA	NA	NA
YIR006C	1480	97.94	154.73	0.632973566858399	0.000805690846493502	-14.8	0	35
YIR007W	764	12.27	19.52	0.628586065573771	0.000782895958341897	-9.2	0	23
YIR008C	409	44.74	46.33	0.965680984243471	0.00126892117187122	-4.6	0	63
YIR009W	111	50.2	28.82	1.74184594031922	0.00176158967587619	-8.2	0	53
YIR010W	576	16.13	29.99	0.53784594864955	0.000637732335352563	NA	NA	NA
YIR011C	319	47.51	51.84	0.916473765432099	0.00104492012426261	NA	NA	NA
YIR012W	431	169.28	141.71	1.19455225460447	0.00153462331811204	-6.9	0	26
YIR014W	242	8.62	10.17	0.847590953785644	0.000772997198401479	-11.2	0	17
YIR015W	144	17.91	23.58	0.759541984732825	0.000844244079301451	-3.4	0	25
YIR017C	187	17.98	14.48	1.24171270718232	0.00131956842838836	NA	NA	NA
YIR018W	245	26.45	45	0.587777777777778	0.000613228220282438	NA	NA	NA
YIR021W	363	14.48	29.96	0.483311081441923	0.000573269133784915	-8.5	0	37
YIR022W	167	139.71	101.67	1.37415166715845	0.00190709217322438	NA	NA	NA
YIR023W	970	13.15	35.97	0.365582429802613	0.000415561528299802	-10.1	0	34
YIR024C	216	26.88	18.23	1.47449259462425	0.00196170785143932	-11	0	9
YIR025W	368	13.42	14.71	0.912304554724677	0.00108802986494558	NA	NA	NA
YIR026C	364	60.89	64.22	0.948146994705699	0.00125945281148215	NA	NA	NA
YIR030C	244	16.68	19.77	0.843702579666161	0.00091730981468562	NA	NA	NA
YIR033W	1113	38.65	81.49	0.474291324088845	0.000602810326211822	NA	NA	NA
YIR034C	373	96.79	56.87	1.70195181994021	0.0025795832867601	-4.6	0	36
YIR035C	254	45.81	51.73	0.885559636574522	0.00125577401442672	NA	NA	NA
YIR036C	263	65.92	55.95	1.17819481680071	0.0013526595255176	-8.2	0	36
YIR037W	163	406.83	186.9	2.17672552166934	0.0033924969922216	NA	NA	NA
YIR038C	234	74.45	66.04	1.12734706238643	0.00162081189074342	-10	0	28
YJL001W	215	360.57	259.12	1.39151744365545	0.0019887775057755	NA	NA	NA
YJL002C	476	195.72	264.79	0.739151780656369	0.00103662799409143	-11.8	0	53
YJL003W	118	55.68	51.72	1.07656612529002	0.00120748556248078	-6.1	0	48
YJL004C	203	61.34	73.7	0.832293080054274	0.000864999174165077	-13	0	34
YJL005W	2026	15.71	57.55	0.272980017376195	0.00032250972108023	-10.8	0	145
YJL006C	323	23.11	29.71	0.777852574890609	0.000971256900278441	NA	NA	NA
YJL008C	568	263.37	280.73	0.938161222526983	0.00146056928245887	-10	0	44
YJL010C	666	74	75.15	0.984697272122422	0.00140870905458254	-8.3	0	47
YJL011C	161	85.56	62.67	1.36524652943992	0.00154192685135892	NA	NA	NA
YJL012C	721	514.78	597.34	0.861787256838651	0.00142657868385223	-13.2	0	16
YJL013C	515	7.42	20.83	0.356216994719155	0.000435321400086232	NA	NA	NA
YJL014W	534	258.8	240.73	1.07506334898019	0.00170946489283167	NA	NA	NA
YJL016W	561	7.46	31.41	0.237503979624323	0.000292649825447267	NA	NA	NA
YJL019W	682	22.62	37.89	0.596991290577989	0.000714509449523446	NA	NA	NA
YJL020C	1157	98.63	95.79	1.02964818874622	0.00128012937766247	-9.9	0	93
YJL023C	347	8.07	18.58	0.434337997847148	0.000528101485150195	NA	NA	NA
YJL024C	194	68.97	50.99	1.35261816042361	0.00173942012678488	NA	NA	NA
YJL025W	514	3.76	20.2	0.186138613861386	0.000208699106910104	NA	NA	NA
YJL026W	399	562.7	428.01	1.31468890913764	0.00268659101055465	NA	NA	NA
YJL029C	822	20.38	51.49	0.395805010681686	0.000459964272528866	-7	0	2
YJL030W	196	48.13	41.68	1.15475047984645	0.00135751568700599	-8.2	0	39
YJL031C	327	40.14	56.29	0.71309291170723	0.000943374606832254	NA	NA	NA
YJL033W	770	70.47	78.87	0.893495625713199	0.00127102471193874	-3.1	0	27
YJL034W	682	587.56	836.73	0.702209792884204	0.00154146965735079	-13.8	0	39
YJL035C	250	15.86	24.8	0.639516129032258	0.000813143382726452	NA	NA	NA
YJL036W	423	34.29	35.95	0.953824756606398	0.00121113203227521	-10.3	0	120
YJL039C	1683	44.8	99.25	0.451385390428212	0.000588258724356495	-5.3	0	106
YJL042W	1398	25.07	59.92	0.418391188251001	0.000531615567595812	-3.3	0	79
YJL044C	458	23.47	55.34	0.424105529454283	0.000541353630112547	-15.9	1	38
YJL046W	409	12.75	32.37	0.393883225208526	0.000501940057741307	NA	NA	NA
YJL047C	842	9.63	23.32	0.41295025728988	0.000497553510358716	NA	NA	NA
YJL048C	396	12.43	19.14	0.649425287356322	0.000762717453339983	NA	NA	NA
YJL049W	450	17.91	22.64	0.791077738515901	0.00108809697346134	-6.7	0	24
YJL050W	1073	110.33	130.45	0.845764660789575	0.0013153167359405	NA	NA	NA
YJL051W	822	11.22	29.04	0.386363636363636	0.000466152972593065	-8.8	0	76
YJL053W	379	42.11	45.19	0.931843328169949	0.00118288460782208	NA	NA	NA
YJL054W	478	39.01	98.12	0.397574398695475	0.000520468901141069	NA	NA	NA
YJL055W	245	174.14	155.88	1.11714139081345	0.00151573656605932	-10.34	0	15
YJL056C	880	5.39	18.06	0.298449612403101	0.000393015718061557	NA	NA	NA
YJL057C	667	8	15.27	0.523903077930583	0.000655573297513347	NA	NA	NA
YJL058C	543	7.27	13.23	0.549508692365835	0.000667432448563676	-8.4	0	46
YJL059W	408	11.13	24.37	0.456709068526877	0.000531725215448637	NA	NA	NA
YJL060W	444	63.08	67.84	0.929834905660377	0.00141195509133115	NA	NA	NA
YJL061W	713	40.31	66.47	0.606438995035354	0.000763780830161181	NA	NA	NA
YJL062W	830	36.38	52.83	0.688623887942457	0.000801445706003143	-10.3	0	12
YJL062WA	85	200.16	129.7	1.54325366229761	0.00170523399725499	-7.2	0	24
YJL063C	238	75.73	58.93	1.28508399796369	0.00118523811516166	-9.7	0	40
YJL065C	167	50.67	62.48	0.810979513444302	0.000854240135914812	NA	NA	NA
YJL066C	252	40.62	36.72	1.1062091503268	0.0012997246426347	-5.6	0	39
YJL068C	299	128.39	89.21	1.43918843179016	0.00218287043532942	NA	NA	NA
YJL069C	594	58.03	58.16	0.997764786795048	0.00131993416172861	-7.3	0	7
YJL070C	888	7.23	17.9	0.40391061452514	0.000515721502950209	NA	NA	NA
YJL071W	574	8.15	20.58	0.396015549076774	0.000477324074638868	-12.5	0	46
YJL072C	213	40.58	39.97	1.01526144608456	0.00118348055997298	-9.2	0	38
YJL073W	645	21.3	32.28	0.659851301115242	0.000798353766341504	NA	NA	NA
YJL074C	1230	31.79	46.69	0.680873848789891	0.00093423950793149	-7.4	0	24
YJL076W	1189	62	146.98	0.421826098788951	0.0005286503087944	-15.6	0	79
YJL078C	881	84.06	66.81	1.25819488100584	0.00148194411970456	NA	NA	NA
YJL079C	299	83.04	42.47	1.9552625382623	0.00322416620728003	-6.8	0	165
YJL080C	1222	432.7	403.27	1.07297840156719	0.0019755288495631	-7.8	0	191
YJL081C	489	47.29	83.54	0.566076131194637	0.00070868452671042	-7.7	0	55
YJL082W	731	29.9	50.56	0.591376582278481	0.000783097483584331	-10.2	0	119
YJL083W	604	7.74	20.61	0.375545851528384	0.000409968528151988	NA	NA	NA
YJL084C	1046	13.47	23.48	0.573679727427598	0.000695318532096625	-7.2	0	114
YJL085W	623	20.57	31.52	0.65260152284264	0.000861422006202385	NA	NA	NA
YJL087C	827	33.58	36.06	0.9312257348863	0.0013187114575743	NA	NA	NA
YJL088W	338	6.56	6.84	0.95906432748538	0.00145685175326705	-1.8	0	27
YJL090C	764	4.83	19.78	0.244186046511628	0.000320751132404674	-3.6	0	12
YJL091C	490	33.16	44.9	0.738530066815145	0.000905558001522147	-10.6	0	9
YJL092W	1174	9.26	41.46	0.223347805113362	0.000266901782899027	NA	NA	NA
YJL093C	691	7.02	38.32	0.183194154488518	0.00022155894213101	NA	NA	NA
YJL094C	873	14.16	32.75	0.43236641221374	0.000557748923339767	NA	NA	NA
YJL095W	1478	8.11	34.33	0.236236527818235	0.000282328944139548	NA	NA	NA
YJL096W	161	90.71	74.59	1.21611476069178	0.00167431644202656	NA	NA	NA
YJL097W	217	164.93	137.21	1.20202609139276	0.0016023740121495	NA	NA	NA
YJL098W	1058	30.3	56.94	0.532139093782929	0.000694914051335576	NA	NA	NA
YJL099W	746	12.33	22.89	0.538663171690695	0.000672847813047524	NA	NA	NA
YJL100W	607	6.17	16.46	0.374848116646416	0.000433286209369837	NA	NA	NA
YJL101C	678	36.89	81.59	0.452138742492953	0.00057947696170684	-17.2	0	152
YJL102W	819	6.4	13.04	0.49079754601227	0.000613330031374792	NA	NA	NA
YJL103C	618	1.74	5.97	0.291457286432161	0.000353199088856158	NA	NA	NA
YJL104W	149	173.37	128.82	1.34583139264089	0.00173807120125979	-7.1	0	45
YJL107C	387	7.87	8.9	0.884269662921348	0.00112910454282759	NA	NA	NA
YJL109C	1769	61.06	165.09	0.369858864861591	0.00049060630317534	NA	NA	NA
YJL110C	551	22.64	39.21	0.577403723539913	0.000657571948431656	-11.9	0	90
YJL111W	550	232.88	222.63	1.04604051565378	0.00161534730165104	-5.2	0	52
YJL112W	714	13.98	34.95	0.4	0.00047332653067727	NA	NA	NA
YJL115W	279	75.57	29.63	2.55045561930476	0.003354645974285	-7.6	0	77
YJL116C	337	3.67	4.24	0.865566037735849	0.00136354734173273	-11.1	3	364
YJL117W	311	268.41	280.42	0.957171385778475	0.00129010683081468	-15.5	0	71
YJL118W	219	4.79	18.2	0.263186813186813	0.000254309848174645	NA	NA	NA
YJL121C	238	346.41	276.68	1.25202399884343	0.00223653259609417	-7.8	0	13
YJL122W	175	167.09	129.65	1.28877747782491	0.0019487155284394	-2.07	0	18
YJL123C	478	131.18	96.17	1.36404284080275	0.00183204221106522	-17.6	0	9
YJL124C	172	206.35	197.43	1.04518057032872	0.00142586427469088	NA	NA	NA
YJL125C	383	58.85	50.89	1.15641579878169	0.0015488950773496	-6.6	0	53
YJL126W	307	16.78	19.72	0.850912778904665	0.000988248894277749	-10.1	0	8
YJL127C	640	11.58	28.07	0.41254007837549	0.000518133342601297	-3.4	0	69
YJL127CB	52	60.18	126.82	0.474530831099196	0.000547590299135236	NA	NA	NA
YJL128C	668	39.75	59.46	0.668516649848638	0.000884940395831624	-7.2	0	222
YJL129C	1235	6.2	48.66	0.127414714344431	0.000159448964970649	-7.7	1	288
YJL130C	2214	337.54	486.44	0.693898528081572	0.00121405509902105	-1.6	0	116
YJL131C	356	14.92	19.08	0.781970649895178	0.000950980225105334	NA	NA	NA
YJL132W	750	4.47	10.83	0.412742382271468	0.000519427145510405	NA	NA	NA
YJL133CA	74	182.11	61.85	2.94438156831043	0.00471040202611059	-4	0	30
YJL133W	314	25.46	51.41	0.49523439019646	0.000528728562156835	-4.4	1	74
YJL134W	409	47.54	54.15	0.877931671283472	0.00105737663743204	-9.6	0	32
YJL136C	87	4844.78	3012.31	1.60832716420289	0.00473700972038434	-6.7	0	15
YJL137C	380	14.41	22.92	0.628708551483421	0.000791973889233736	NA	NA	NA
YJL139C	428	15.76	25.99	0.60638707195075	0.000815808718284841	NA	NA	NA
YJL140W	221	185.9	157.44	1.18076727642276	0.00146311075258242	-8.9	1	95
YJL141C	807	15.11	39.52	0.382338056680162	0.000421539692749816	-9.6	1	89
YJL143W	158	283.15	93.76	3.01994453924915	0.0040912430854386	-7.7	0	31
YJL144W	104	16.63	10.41	1.59750240153698	0.00151658884448701	NA	NA	NA
YJL145W	294	152.46	127.89	1.19211822660099	0.00188537594736859	NA	NA	NA
YJL146W	469	23.84	27.28	0.873900293255132	0.000946118830009673	NA	NA	NA
YJL147C	382	6.5	14.3	0.454545454545455	0.000537249916674342	NA	NA	NA
YJL148W	233	212.84	139.83	1.52213401988128	0.00208104184887472	-9.2	0	58
YJL149W	663	16.51	20.71	0.797199420569773	0.000985914695510529	-1.9	0	46
YJL151C	133	398.63	289.37	1.37757887825276	0.00173311448839126	-4	0	34
YJL154C	944	39.17	82.43	0.475191071211937	0.000582548600296308	-9.2	1	91
YJL155C	452	19.34	21.56	0.897031539888683	0.00115916261199552	-4.5	0	129
YJL156C	699	22.76	31.12	0.731362467866324	0.000921102476448338	NA	NA	NA
YJL157C	830	48.22	79.28	0.608224016145308	0.000750194086317026	-9	0	47
YJL158C	227	1917.55	693.13	2.76650844718884	0.00659883001193787	0	0	43
YJL161W	180	6.44	9.3	0.69247311827957	0.000666032147945043	NA	NA	NA
YJL162C	583	9.59	15.62	0.613956466069142	0.000776221536432062	-11.4	2	69
YJL163C	555	5.3	7.89	0.671736375158428	0.000735639173593778	NA	NA	NA
YJL164C	397	43.4	57.52	0.75452016689847	0.00103622053630675	NA	NA	NA
YJL165C	855	26.55	46.16	0.575173310225303	0.000711270253050264	-7.3	0	173
YJL166W	94	385.85	165.97	2.32481773814545	0.00391137514272946	NA	NA	NA
YJL167W	352	688.66	493.41	1.39571553069455	0.00254176670795696	-5.9	0	57
YJL168C	733	37.65	53.45	0.704396632366698	0.000871003356220796	-12.4	0	94
YJL170C	209	18.72	17.43	1.07401032702238	0.00122867459966216	NA	NA	NA
YJL171C	396	134.9	137.95	0.977890540050743	0.00143351295091552	-7.4	0	39
YJL172W	576	218.65	221.21	0.988427286289047	0.00152484961619114	NA	NA	NA
YJL173C	122	210.3	162.97	1.29042154997852	0.00161415142395203	NA	NA	NA
YJL174W	276	223.69	178.14	1.25569776580218	0.00154165511373044	-11.5	0	116
YJL176C	825	41.71	58.52	0.712747778537252	0.000907065335803098	NA	NA	NA
YJL177W	184	2396.62	1732.7	1.38317077393663	0.00389076283348665	-4.5	0	22
YJL178C	271	148.71	134.57	1.10507542542914	0.00151589973544839	-7.4	0	17
YJL179W	109	194.43	107.01	1.81693299691618	0.00238582939185453	NA	NA	NA
YJL180C	325	23.19	32.41	0.715519901265042	0.000946664846426245	NA	NA	NA
YJL181W	611	8.33	21.67	0.384402399630826	0.000423793393253445	-10.8	0	23
YJL183W	422	94.12	157.79	0.596489004372901	0.000797600800706283	-11.6	0	66
YJL184W	123	134.16	98.43	1.36299908564462	0.00153560767543326	-9.6	0	44
YJL185C	293	6.13	12.93	0.474091260634184	0.000529672245545901	NA	NA	NA
YJL186W	586	119.8	137.99	0.868178853540111	0.00116486311213939	-6.6	0	30
YJL187C	819	8.62	37.92	0.227320675105485	0.000291755304188997	-5.9	0	94
YJL189W	51	15707.79	7910.14	1.98577901276084	0.00615302552787082	-5	0	27
YJL190C	130	6846.38	4200.71	1.62981495985203	0.00497481948162548	-7.9	0	17
YJL192C	234	189.47	225.04	0.841939210806968	0.001100375463684	-9.5	0	7
YJL193W	402	17.37	32.93	0.527482538718494	0.000604172878415445	-10.5	0	8
YJL194W	513	21.87	37.99	0.575677809949987	0.000654402114534908	NA	NA	NA
YJL196C	310	197.78	212.26	0.931781777065863	0.00113455625663816	-12.9	0	24
YJL197W	1254	22.52	54.12	0.416112342941611	0.00054346088479658	-14.3	0	55
YJL198W	881	33.89	61.95	0.547054075867635	0.000739692739832558	NA	NA	NA
YJL200C	789	83.08	122.07	0.680593102318342	0.00111853268784476	NA	NA	NA
YJL201W	599	25.7	43.96	0.584622383985441	0.000754926626129405	-11.5	0	4
YJL203W	280	31.96	21.8	1.46605504587156	0.00204866254396429	NA	NA	NA
YJL204C	840	18.39	27.07	0.679349833764315	0.000887304189530891	-11.9	0	16
YJL205C	53	101.83	76.14	1.33740478066719	0.0016162074007149	NA	NA	NA
YJL206C	758	4.3	13.38	0.321375186846039	0.000381049819237246	NA	NA	NA
YJL207C	2014	18.01	60.7	0.29670510708402	0.000368135258285269	NA	NA	NA
YJL208C	329	37.22	47.12	0.789898132427844	0.000992920637355163	-18.1	0	1
YJL209W	654	5.57	29.2	0.190753424657534	0.0002408988910354	NA	NA	NA
YJL210W	271	16.93	52.12	0.324827321565618	0.000357123584982826	-13	0	53
YJL212C	799	56.73	92.64	0.612370466321243	0.000832595365457508	-9	0	29
YJL217W	198	492.8	384.77	1.28076513241677	0.00165490443773835	-8.4	0	8
YJL218W	196	20.92	14.81	1.41255908170155	0.0016351261760201	NA	NA	NA
YJR001W	602	63.53	101.95	0.623148602256008	0.000757348903455071	-8	0	43
YJR002W	593	75.27	99.51	0.756406391317455	0.000980942839096892	-10.2	0	31
YJR003C	519	25.35	39.64	0.639505549949546	0.000795421908407579	-12.4	0	2
YJR005CA	93	13.79	4.76	2.89705882352941	0.00451483977683612	NA	NA	NA
YJR005W	700	25.31	49.92	0.507011217948718	0.00063085287812796	-12.6	0	58
YJR006W	487	24.05	38.6	0.623056994818653	0.000845120993571687	-12.1	0	9
YJR007W	304	459.76	338.03	1.36011596603852	0.00279752995208306	NA	NA	NA
YJR008W	338	6	11.07	0.5420054200542	0.000660426774884189	NA	NA	NA
YJR010CA	94	142.26	74.35	1.91338264963013	0.00211909432922731	-6.7	0	31
YJR010W	511	22.84	26.29	0.868771395968049	0.00156964678575289	NA	NA	NA
YJR011C	261	14.62	22.63	0.646045072912064	0.000790332587841378	-5.4	0	46
YJR012C	207	13.62	20.92	0.651051625239006	0.000729486488526347	NA	NA	NA
YJR013W	403	33.15	45.55	0.727771679473107	0.000805240481653257	NA	NA	NA
YJR014W	198	479.29	250.8	1.91104465709729	0.00294009857983691	-10.2	0	13
YJR015W	510	130.28	130.08	1.00153751537515	0.00125944929455219	NA	NA	NA
YJR016C	585	548.93	757.91	0.724268052935045	0.00138447689023306	-11.5	0	16
YJR017C	170	217.58	218.28	0.996793109767271	0.0011061623657016	-14.1	0	23
YJR019C	349	15.41	16.22	0.950061652281134	0.000974304646883754	NA	NA	NA
YJR021C	314	9.74	24.14	0.403479701739851	0.000466966945792709	-10.9	0	27
YJR022W	109	36.73	26.64	1.37875375375375	0.00184274892919059	-4.2	0	29
YJR024C	244	94.27	134.54	0.700683811505872	0.000897478322341473	NA	NA	NA
YJR025C	177	187.09	123.73	1.51208276085024	0.00212093245125182	NA	NA	NA
YJR030C	745	12.49	33.03	0.378141083863155	0.00043471273742875	NA	NA	NA
YJR031C	1408	18.48	51.42	0.359393232205368	0.000420983664330764	NA	NA	NA
YJR032W	393	66.22	59.98	1.10403467822608	0.00159532018084183	NA	NA	NA
YJR033C	1357	14.38	35.14	0.409220261809903	0.00049737927342513	NA	NA	NA
YJR034W	108	87.77	51.04	1.71963166144201	0.00168459369208513	-5.6	0	68
YJR035W	1085	7.37	18.69	0.394328517924024	0.000477310416745606	NA	NA	NA
YJR036C	892	1.45	6.18	0.23462783171521	0.000277959129304978	NA	NA	NA
YJR039W	1121	2.79	12.12	0.23019801980198	0.00027576289712437	NA	NA	NA
YJR040W	779	29.93	53.2	0.562593984962406	0.000717181183113524	-8.5	1	56
YJR041C	1174	29.47	49.51	0.595233286204807	0.000718523809597595	NA	NA	NA
YJR042W	744	46.53	72.04	0.645891171571349	0.000818698450107272	-11.2	0	24
YJR043C	350	31.14	34.45	0.903918722786647	0.00111280717517411	NA	NA	NA
YJR044C	140	124.68	93.51	1.33333333333333	0.00170810243185892	NA	NA	NA
YJR045C	654	1675.73	1245.36	1.34557878846277	0.00318546743103822	-5.3	0	140
YJR046W	604	24.53	72.85	0.33671928620453	0.000352674264235207	NA	NA	NA
YJR048W	109	275.98	120.55	2.28934052260473	0.00434302414951698	-2.3	0	47
YJR049C	530	37.97	58.41	0.650059921246362	0.000811530646693037	-5.9	0	19
YJR050W	235	36.75	34.76	1.057249712313	0.00116273126222062	-7.6	0	24
YJR051W	501	51.72	63.46	0.815001575795777	0.0011329402701199	NA	NA	NA
YJR052W	565	14.14	25.35	0.557790927021696	0.000683557964796071	-4.2	0	7
YJR053W	574	11.57	19.98	0.579079079079079	0.000787193619171495	NA	NA	NA
YJR054W	497	8.56	33.17	0.258064516129032	0.000324984228522387	NA	NA	NA
YJR055W	164	24.45	16.81	1.45449137418203	0.0020108785432083	-9	0	11
YJR056C	236	27.95	27.94	1.00035790980673	0.00106049344851912	-11.5	0	167
YJR057W	216	52.4	56.96	0.919943820224719	0.00121257589903261	-9.2	0	11
YJR058C	147	49.81	66.96	0.743876941457587	0.000752626082419376	-13.8	0	39
YJR059W	818	42.17	81.52	0.517296368989205	0.000677982370450586	-8.1	0	73
YJR060W	351	170.49	97.45	1.749512570549	0.00216194169333103	NA	NA	NA
YJR061W	935	3.28	13.21	0.248296744890235	0.000301653802308455	NA	NA	NA
YJR062C	457	21.35	32.31	0.660786134323739	0.000810990990416808	-12.3	0	18
YJR063W	125	151.66	118.51	1.27972323010716	0.00180813101556937	-12.3	0	29
YJR064W	562	322.14	378.4	0.851321353065539	0.00134665123182915	-8.8	0	37
YJR065C	449	215.89	253.09	0.853016713422103	0.00132886859446657	-9.6	0	27
YJR066W	2470	12.22	49.31	0.247819914824579	0.000303458113161822	NA	NA	NA
YJR067C	141	54.82	30.72	1.78450520833333	0.00234470383873465	NA	NA	NA
YJR068W	353	58.88	74.59	0.789381954685615	0.00118156154362611	NA	NA	NA
YJR069C	197	311.23	152.89	2.0356465432664	0.00321471863190772	-6.5	0	34
YJR070C	325	536.29	335.57	1.59814643740501	0.00305622783797364	-4.5	0	53
YJR072C	385	142.03	120.29	1.18072990273506	0.0015427437705571	NA	NA	NA
YJR073C	206	87.09	78.6	1.10801526717557	0.00134678488638596	-6.1	0	25
YJR074W	218	62.5	59.83	1.04462644158449	0.00131766101777118	NA	NA	NA
YJR075W	396	127.34	157.34	0.8093301131308	0.00110308186821259	-9.2	0	50
YJR076C	415	129.67	112.66	1.15098526540032	0.00162833688684557	-9.5	0	65
YJR077C	311	275.22	244.81	1.1242187819125	0.00204349740455958	-8.5	0	27
YJR078W	453	8.28	7.39	1.12043301759134	0.00133661346263329	NA	NA	NA
YJR080C	394	38.41	52.59	0.730366989922038	0.000936697505979172	NA	NA	NA
YJR082C	113	55.79	66.2	0.842749244712991	0.00110617442725649	-6	2	141
YJR083C	309	21.11	17.68	1.19400452488688	0.00129526879013224	-5.2	0	42
YJR084W	423	19.73	29.44	0.670176630434783	0.000745516596778745	NA	NA	NA
YJR085C	105	515.05	253.58	2.03111444120199	0.00246805580222778	-10.5	0	14
YJR086W	110	145.48	110.96	1.31110310021629	0.00131129318585049	-1.1	0	14
