ORF	Length	RPF	mRNA	TE	IP	FEatg	FEcap
YJL198W	881	0.180272108843537	0.545454545454545	0.330498866213152	0.00047616012692732	-3.5	NA
YJL200C	789	0.389873417721519	0.727272727272727	0.536075949367089	0.00093874884106238	-2.8	NA
YJL207C	2014	0.0436724565756824	0.212121212121212	0.205884438142503	0.000272187306111737	-1.5	NA
YJL208C	329	0.148484848484848	0.242424242424242	0.6125	0.000820373261236223	0	NA
YJL217W	198	0.954773869346734	1.3030303030303	0.732733434614935	0.00100881466514224	0	-9.3
YJR001W	602	0.194029850746269	0.454545454545455	0.426865671641791	0.000552786667080425	0	-12.7
YJR002W	593	0.333333333333333	0.393939393939394	0.846153846153846	0.00116922958996503	-2.8	-11.6
YJR003C	519	0.115384615384615	0.424242424242424	0.271978021978022	0.000360453291050603	-0.7	-10.9
YJR005W	700	0.0699001426533524	0.181818181818182	0.384450784593438	0.000509698347115487	-0.5	-14.9
YJR006W	487	0.0860655737704918	0.181818181818182	0.473360655737705	0.000684140381279202	-3.8	-13.2
YJR007W	304	1.92459016393443	0.696969696969697	2.76136849607983	0.00605180778216121	0	NA
YJR010CA	94	0.610526315789474	0.363636363636364	1.67894736842105	0.00198128747132604	0	NA
YJR010W	511	0.125	0.303030303030303	0.4125	0.000794113040538346	0	NA
YJR013W	403	0.143564356435644	0.333333333333333	0.430693069306931	0.000507762104216648	0	NA
YJR014W	198	1.38190954773869	0.393939393939394	3.50792423656745	0.00575046831662554	-0.7	-10.2
YJR015W	510	0.422700587084149	0.787878787878788	0.536504591299112	0.000718867520770275	0	NA
YJR016C	585	3.4641638225256	2.66666666666667	1.2990614334471	0.00264592801581533	-1.5	-15.1
YJR017C	170	0.485380116959064	0.242424242424242	2.00219298245614	0.0023674550370669	-2.7	-19.7
YJR024C	244	0.281632653061224	1.09090909090909	0.258163265306122	0.00035233702465759	-1	NA
YJR025C	177	0.438202247191011	0.484848484848485	0.903792134831461	0.00135077118004913	0	NA
YJR031C	1408	0.0610361958836054	0.212121212121212	0.287742066308425	0.000359137421973376	0	NA
YJR032W	393	0.289340101522843	0.212121212121212	1.36403190717912	0.00210015634538193	0	NA
YJR040W	779	0.0948717948717949	0.303030303030303	0.313076923076923	0.000425252437961256	0	-9.5
YJR041C	1174	0.100425531914894	0.212121212121212	0.473434650455927	0.00060894202663245	-6	NA
YJR042W	744	0.190604026845638	0.515151515151515	0.36999605211212	0.000499716469883147	-5.1	-14.3
YJR044C	140	0.546099290780142	0.454545454545455	1.20141843971631	0.00163995307360316	0	NA
YJR045C	654	5.63206106870229	0.878787878787879	6.40889707817847	0.0161662498804097	0	-10.3
YJR048W	109	0.709090909090909	0.181818181818182	3.9	0.00788330644543803	0	-2.7
YJR049C	530	0.146892655367232	0.393939393939394	0.372881355932203	0.000496002832795406	-4.3	-6.5
YJR050W	235	0.190677966101695	0.484848484848485	0.393273305084746	0.000460848517996231	-1.4	-8.3
YJR051W	501	0.157370517928287	0.484848484848485	0.324576693227092	0.000480759472830593	-1.9	NA
YJR057W	216	0.248847926267281	0.909090909090909	0.273732718894009	0.000384446835266416	-4.7	-11
YJR058C	147	0.263513513513513	0.363636363636364	0.724662162162162	0.000781224234069254	-0.9	-19.4
YJR060W	351	0.588068181818182	0.454545454545455	1.29375	0.00170348857787487	0	NA
YJR063W	125	0.904761904761905	0.575757575757576	1.57142857142857	0.0023657586727896	-0.3	-16.7
YJR064W	562	0.976909413854352	1.84848484848485	0.52849197798678	0.000890762568675611	0	-12.9
YJR065C	449	0.611111111111111	0.333333333333333	1.83333333333333	0.00304318171205187	-2.3	-14
YJR066W	2470	0.0307567786321327	0.242424242424242	0.126871711857548	0.000165534797895839	-3.4	NA
YJR067C	141	0.267605633802817	0.454545454545455	0.588732394366197	0.000824233118761255	0	NA
YJR068W	353	0.293785310734463	0.545454545454545	0.538606403013183	0.000859018701329434	-3	NA
YJR069C	197	0.843434343434343	0.939393939393939	0.897849462365591	0.00151079686705952	-1.6	-8.8
YJR070C	325	2.30368098159509	1.27272727272727	1.81003505696757	0.0036882308489203	0	-4.5
YJR072C	385	0.50259067357513	1.45454545454545	0.345531088082902	0.000481052327697435	0	NA
YJR074W	218	0.223744292237443	0.424242424242424	0.527397260273973	0.000708830679008375	-4.3	NA
YJR075W	396	0.36272040302267	0.757575757575758	0.478790931989924	0.000695328316956884	-1.4	-8.5
YJR077C	311	1.0224358974359	0.212121212121212	4.82005494505494	0.00933549167767206	-1.2	-11
YJR082C	113	0.289473684210526	0.454545454545455	0.636842105263158	0.000890674389828606	-1.4	-6.9
YJR084W	423	0.0778301886792453	0.242424242424242	0.321049528301887	0.000380541500398228	-1.9	NA
YJR085C	105	1.25471698113208	1.54545454545455	0.811875693673696	0.00105116786001336	-2.3	-15.4
YJR086W	110	0.963963963963964	0.515151515151515	1.87122416534181	0.00199411743603085	0	-3.2
YJR088C	292	0.532423208191126	0.787878787878788	0.675767918088737	0.00100563788772285	0	-5.97
YJR089W	954	0.0418848167539267	0.242424242424242	0.172774869109948	0.000240704711549982	-2	NA
YJR094WA	92	19.9032258064516	27.2121212121212	0.731410302464258	0.00171919865786739	0	NA
YJR101W	266	0.228464419475655	0.787878787878788	0.289974070872947	0.000364490426047214	-6.8	NA
YJR103W	578	0.0984455958549223	0.242424242424242	0.406088082901554	0.000529240591163776	-0.4	NA
YJR104C	154	9.15483870967742	4.51515151515152	2.02758172764668	0.00397979359842905	0	-8.7
YJR105W	340	2.59530791788856	3.45454545454545	0.751273344651952	0.00144869927286897	0	-6.1
YJR112W	201	0.202970297029703	0.363636363636364	0.558168316831683	0.000590046922081069	0	-12.4
YJR113C	247	0.141129032258065	0.727272727272727	0.194052419354839	0.000219505654402466	-2.1	NA
YJR117W	453	0.504405286343612	0.212121212121212	2.37791063561989	0.00379457986354323	-2.8	-9.2
YJR118C	203	0.387254901960784	0.484848484848485	0.798713235294118	0.00117915933605868	-0.2	-6.6
YJR121W	511	2.21484375	0.515151515151515	4.29940257352941	0.00925197061843228	0	NA
YJR123W	225	37.2389380530973	25.3030303030303	1.47171850988289	0.00490365362796091	0	-7.7
YJR124C	448	0.10022271714922	0.333333333333333	0.300668151447661	0.000431460519329965	0	NA
YJR125C	408	0.579462102689487	0.606060606060606	0.956112469437653	0.00139150905905429	-0.7	-6.9
YJR126C	811	0.061576354679803	0.272727272727273	0.225779967159278	0.000290100533404406	-0.5	NA
YJR132W	1048	0.104861773117255	0.333333333333333	0.314585319351764	0.000426208237781093	-0.4	-10.2
YJR133W	209	0.376190476190476	0.636363636363636	0.591156462585034	0.00109502239545084	-1.1	NA
YJR135WA	87	0.886363636363636	0.484848484848485	1.828125	0.00253267469080439	0	NA
YJR137C	1442	0.126819126819127	0.181818181818182	0.697505197505198	0.00119707944155165	-0.4	-14.1
YJR139C	359	2.81388888888889	3.42424242424242	0.821755162241888	0.00185105707013401	0	-5.6
YJR142W	342	0.247813411078717	0.363636363636364	0.681486880466472	0.000977845587683091	-4.3	NA
YJR143C	762	0.546526867627785	0.363636363636364	1.50294888597641	0.00250940135294062	-3.7	NA
YJR144W	269	0.5	1.03030303030303	0.485294117647059	0.000720402759354295	-2	NA
YJR148W	376	2.07692307692308	1.57575757575758	1.31804733727811	0.00212207627414547	-1.6	-4.1
YKL001C	202	0.477832512315271	0.757575757575758	0.630738916256158	0.00106373235210204	0	-8.2
YKL002W	232	0.450643776824034	1.09090909090909	0.413090128755365	0.000499994507627568	-1.7	-18.7
YKL003C	131	0.356060606060606	0.666666666666667	0.534090909090909	0.00068282179534623	0	NA
YKL004W	401	0.258706467661692	0.272727272727273	0.948590381426202	0.00126339654230016	0	NA
YKL005C	594	0.0873949579831933	0.303030303030303	0.288403361344538	0.000392076011564483	-0.4	-14.4
YKL007W	268	0.587360594795539	0.303030303030303	1.93828996282528	0.00271431706742597	-0.5	-9.5
YKL008C	418	0.446300715990453	1.15151515151515	0.387576937570657	0.000588628195005125	-1	NA
YKL009W	236	1.78902953586498	3.72727272727273	0.479983534012555	0.000893774952398562	-2.4	-6.9
YKL010C	1483	0.0721024258760108	0.242424242424242	0.297422506738544	0.000399294637860003	0	NA
YKL012W	583	0.0599315068493151	0.303030303030303	0.19777397260274	0.000254395133027524	-2.7	-18.3
YKL013C	171	0.779069767441861	0.848484848484849	0.918189368770764	0.00125861208037166	0	NA
YKL016C	174	1.13142857142857	0.545454545454545	2.07428571428571	0.00352055797800863	0	-6
YKL018W	329	0.157575757575758	0.333333333333333	0.472727272727273	0.000635538609821007	0	NA
YKL019W	316	0.160883280757098	0.181818181818182	0.884858044164038	0.00112467025098507	-1.8	NA
YKL021C	468	0.281449893390192	0.909090909090909	0.309594882729211	0.000460704537669684	0	NA
YKL023W	277	0.136690647482014	0.272727272727273	0.501199040767386	0.000577382889652637	-1.4	-8.1
YKL024C	204	1.01951219512195	0.878787878787879	1.16013456686291	0.00177603781041559	-0.6	NA
YKL025C	679	0.147058823529412	0.181818181818182	0.808823529411765	0.00115675808034467	-1.5	-13.9
YKL027W	447	0.145089285714286	0.606060606060606	0.239397321428571	0.000329041618987562	0	-7.5
YKL028W	482	0.144927536231884	0.393939393939394	0.367892976588629	0.000569923854904868	-7.5	NA
YKL033WA	236	0.746835443037975	2.24242424242424	0.333048238111529	0.000487779110434337	-0.6	NA
YKL035W	499	1.248	0.484848484848485	2.574	0.00479825593647902	-0.9	NA
YKL040C	256	0.66147859922179	0.727272727272727	0.909533073929961	0.00135461685360816	-0.6	-6.6
YKL045W	528	0.119092627599244	0.181818181818182	0.655009451795841	0.000834867495757775	0	-12.1
YKL046C	449	0.411111111111111	0.696969696969697	0.589855072463768	0.00104528659317609	-0.9	NA
YKL049C	229	0.226086956521739	0.181818181818182	1.24347826086957	0.00162864467727142	0	-8.2
YKL052C	292	0.16382252559727	0.303030303030303	0.54061433447099	0.000589930906925775	-4.4	-6.9
YKL053CA	86	0.804597701149425	0.484848484848485	1.65948275862069	0.00236978260059543	0	NA
YKL054C	738	1.54397834912043	0.393939393939394	3.91932965545956	0.00593234528780642	0	-6.9
YKL056C	167	27.8392857142857	24.1515151515152	1.15269313497042	0.00355816049331831	0	-5.8
YKL057C	1037	0.126204238921002	0.545454545454545	0.231374438021837	0.000310649686883861	0	-7.1
YKL058W	122	0.552845528455285	0.848484848484849	0.651567944250871	0.00078768437929122	-0.5	-13.2
YKL059C	441	0.108597285067873	0.181818181818182	0.597285067873303	0.000827623368395632	-1.3	-17.9
YKL060C	359	80.05	34.5757575757576	2.31520595968449	0.00743935035364139	0	-10.7
YKL061W	113	0.307017543859649	0.242424242424242	1.26644736842105	0.00157954205729647	-0.5	NA
YKL063C	167	0.446428571428571	0.272727272727273	1.63690476190476	0.00246251151811924	-1	-10.7
YKL065C	206	0.608695652173913	1.36363636363636	0.446376811594203	0.000624719916434139	0	-9.9
YKL067W	153	1.88311688311688	1.36363636363636	1.38095238095238	0.00241813104856739	0	-12.7
YKL068W	959	0.225	0.212121212121212	1.06071428571429	0.0013416500548913	-9.2	-8.3
YKL068WA	78	0.518987341772152	1.09090909090909	0.475738396624473	0.000549744297944775	0	NA
YKL073W	881	0.233560090702948	0.515151515151515	0.453381352541016	0.00064308386406821	-3.1	NA
YKL074C	527	0.107954545454545	0.606060606060606	0.178125	0.000229523741192415	0	NA
YKL075C	450	0.110864745011086	0.484848484848485	0.228658536585366	0.000330159820235334	-1.7	NA
YKL077W	392	0.99236641221374	0.757575757575758	1.30992366412214	0.00214665907915391	-7.7	-16.5
YKL079W	656	0.0715372907153729	0.212121212121212	0.337247227658187	0.000420290157057831	-2.1	-10.8
YKL080W	392	1.30534351145038	2.33333333333333	0.559432933478735	0.000912365366018492	-0.5	-10
YKL081W	412	12.1186440677966	1.54545454545455	7.84147557328016	0.0199136586593152	-3	-6.9
YKL082C	434	0.475862068965517	0.575757575757576	0.826497277676951	0.00126927274538156	-1.2	-12.2
YKL085W	334	0.641791044776119	0.424242424242424	1.51279317697228	0.0029363656761837	0	-14.9
YKL094W	313	0.308917197452229	0.787878787878788	0.392087212150906	0.00053807938267981	0	-7.9
YKL096W	239	1.475	0.242424242424242	6.084375	0.0110166768987407	0	-2.1
YKL096WA	92	31.4086021505376	6.54545454545455	4.79853643966547	0.0146470640171713	0	NA
YKL099C	250	0.617529880478088	1	0.617529880478088	0.000826530151846431	-0.5	NA
YKL100C	587	0.193877551020408	0.393939393939394	0.492150706436421	0.000731894619979731	-3.6	-19.4
YKL104C	717	0.502785515320334	0.575757575757576	0.873259052924791	0.00165853822353019	0	-6.1
YKL106W	451	0.196902654867257	0.636363636363636	0.309418457648546	0.000396099781112083	-4.9	NA
YKL110C	313	0.200636942675159	0.545454545454545	0.367834394904459	0.000456248251178552	-1.8	-13
YKL112W	731	0.153005464480874	0.454545454545455	0.336612021857923	0.000509142748214569	-1	-8.1
YKL113C	382	0.300261096605744	0.333333333333333	0.900783289817232	0.00127795953177265	-1.7	-8.7
YKL114C	367	0.263586956521739	0.696969696969697	0.378189981096408	0.000561539073920594	-0.8	NA
YKL117W	216	3.88018433179723	1.48484848484848	2.61318536631242	0.0053043564723207	0	-5
YKL119C	215	0.277777777777778	0.303030303030303	0.916666666666667	0.00113754587261451	0	NA
YKL120W	324	0.812307692307692	2.15151515151515	0.377551462621885	0.000601647575885766	-0.9	-9.1
YKL122C	167	0.738095238095238	1.15151515151515	0.640977443609023	0.000901769919352811	-0.8	-13.3
YKL125W	627	0.18312101910828	0.303030303030303	0.604299363057325	0.000801213512830616	-2.7	-8.9
YKL126W	680	0.258443465491924	0.393939393939394	0.65604879701796	0.00102492516455705	-0.3	NA
YKL127W	570	0.584938704028021	0.484848484848485	1.20643607705779	0.0020297873074748	-0.5	-6.9
YKL128C	295	0.530405405405405	0.727272727272727	0.729307432432432	0.000937971814638962	-3.3	NA
YKL130C	246	0.311740890688259	0.272727272727273	1.14304993252362	0.00164923704316963	0	NA
YKL135C	726	0.154057771664374	0.303030303030303	0.508390646492435	0.000723460620165705	-1.1	-9
YKL137W	111	0.482142857142857	0.515151515151515	0.935924369747899	0.00120292186100723	-0.6	NA
YKL138C	131	0.439393939393939	0.545454545454545	0.805555555555556	0.00126589506454698	-1	-11.3
YKL138CA	69	0.657142857142857	0.606060606060606	1.08428571428571	0.00096842655106417	-0.2	NA
YKL140W	548	0.0965391621129326	0.424242424242424	0.227556596409055	0.000330690775303567	-2.8	NA
YKL141W	198	0.542713567839196	0.424242424242424	1.27925340990668	0.0018302013450356	0	-8.7
YKL142W	219	1.25454545454545	0.878787878787879	1.42758620689655	0.00217631314798711	0	NA
YKL143W	463	0.370689655172414	0.606060606060606	0.611637931034483	0.000935956108766759	0	NA
YKL144C	212	0.262910798122066	1	0.262910798122066	0.000403368683769923	0	NA
YKL145W	467	1.02777777777778	1.03030303030303	0.997549019607843	0.00167849913955463	0	-4.6
YKL150W	302	0.231023102310231	0.424242424242424	0.544554455445544	0.000939273725953575	0	NA
YKL151C	337	0.14792899408284	0.333333333333333	0.443786982248521	0.00060471652741271	-3.9	NA
YKL152C	247	64.3185483870968	35.4848484848485	1.81256370347924	0.0057569270229378	0	-8.1
YKL154W	244	0.277551020408163	0.727272727272727	0.381632653061224	0.000560977785278799	-0.6	NA
YKL155C	628	0.0556438791732909	0.303030303030303	0.18362480127186	0.00023808234024123	-2.7	-17.5
YKL156W	82	11.1686746987952	11.2424242424242	0.993440067547819	0.00203231561762649	0	NA
YKL157W	952	0.419727177334732	0.393939393939394	1.06546129631124	0.00186177083391729	-1	-8.6
YKL160W	145	0.972602739726027	1	0.972602739726027	0.00127537295547827	0	-4.6
YKL166C	398	0.135338345864662	0.878787878787879	0.15400570391496	0.000236466461564251	-2.7	-12.5
YKL167C	137	0.456521739130435	0.424242424242424	1.07608695652174	0.00146011984698841	0	-5.5
YKL170W	138	0.330935251798561	0.848484848484849	0.390030832476876	0.000548649216412998	-0.9	-9.2
YKL172W	427	1.47663551401869	1.21212121212121	1.21822429906542	0.00218959183892372	0	-6.5
YKL174C	618	0.0759289176090469	0.515151515151515	0.147391428299914	0.000188396603526408	0	-6.3
YKL175W	503	0.214285714285714	0.484848484848485	0.441964285714286	0.000557026436327679	-0.7	-16.3
YKL179C	679	0.180882352941176	0.212121212121212	0.852731092436975	0.00110021901708309	-4.2	NA
YKL180W	184	21.5297297297297	3.72727272727273	5.77626895187871	0.0184925374714324	0	-15.2
YKL181W	427	0.836448598130841	3.51515151515152	0.23795520464067	0.000439755359747139	-1.4	NA
YKL182W	2051	1.96052631578947	0.424242424242424	4.62124060150376	0.00957094229809096	0	-12.8
YKL183W	306	0.211726384364821	0.636363636363636	0.332712889716147	0.000411649259854353	0	NA
YKL184W	466	0.481798715203426	0.454545454545455	1.05995717344754	0.00158763804153364	-0.9	-12.6
YKL185W	588	0.264855687606112	0.424242424242424	0.624302692214407	0.000754743287745605	-4.1	NA
YKL186C	184	0.416216216216216	0.848484848484849	0.490540540540541	0.000700216877683861	0	-10.5
YKL190W	175	0.585227272727273	0.757575757575758	0.7725	0.001048748275104	-0.9	-16.2
YKL191W	534	0.192523364485981	0.363636363636364	0.529439252336449	0.000684642930498057	-0.8	-17.7
YKL192C	125	2.13492063492063	0.393939393939394	5.41941391941392	0.00876967134419849	-1.2	NA
YKL193C	338	0.188790560471976	0.212121212121212	0.890012642225032	0.00130181227039054	-0.9	-8.2
YKL195W	403	0.452970297029703	0.787878787878788	0.5749238385377	0.000874957841376056	0	-13.5
YKL196C	200	1.4228855721393	1.18181818181818	1.20398009950249	0.00181378375461655	-1.5	-9.2
YKL205W	1100	0.127157129881926	0.393939393939394	0.322783483546426	0.000464086704682541	-0.8	-12.7
YKL206C	267	0.227611940298507	0.181818181818182	1.25186567164179	0.00148387398946085	-0.2	-10.2
YKL207W	253	0.511811023622047	1.63636363636364	0.312773403324584	0.000378330002774802	-1.7	NA
YKL209C	1290	0.179705654531371	0.303030303030303	0.593028659953524	0.000787793097321307	-1.8	NA
YKL210W	1024	1.24390243902439	0.424242424242424	2.93205574912892	0.00481213473322149	0	-8.2
YKL211C	484	0.395876288659794	0.393939393939394	1.00491673275178	0.00141755784924478	0	-8.4
YKL212W	623	0.793269230769231	0.606060606060606	1.30889423076923	0.0020892932796406	0	NA
YKL214C	203	0.367647058823529	0.333333333333333	1.10294117647059	0.00151723754659522	-1.5	NA
YKL216W	314	3.32063492063492	3.45454545454545	0.961236424394319	0.00164022953612853	0	-5.9
YKR001C	704	0.907801418439716	0.484848484848485	1.87234042553191	0.00292960926017088	0	-6.8
YKR002W	568	0.119507908611599	0.181818181818182	0.657293497363796	0.000955603980175073	0	NA
YKR013W	329	0.954545454545455	0.909090909090909	1.05	0.00174772064050282	0	-2.6
YKR014C	234	0.680851063829787	0.878787878787879	0.774761555392516	0.00134637232132687	0	-7.6
YKR016W	540	0.168207024029575	0.242424242424242	0.693853974121996	0.000980497514950503	0	NA
YKR018C	725	0.268595041322314	0.212121212121212	1.26623376623377	0.00187395523214713	-4.2	-18.2
YKR020W	164	0.327272727272727	0.212121212121212	1.54285714285714	0.00220782439102764	-1.1	-11.1
YKR023W	530	0.11864406779661	0.303030303030303	0.391525423728814	0.000529348833399519	-1.3	NA
YKR025W	282	0.508833922261484	1.03030303030303	0.493868218665558	0.000710759545546233	-1.6	-7.7
YKR026C	305	0.434640522875817	0.636363636363636	0.683006535947712	0.000930513810947579	-3.4	NA
YKR028W	1033	0.0938104448742747	0.393939393939394	0.238134206219313	0.000330460166128696	0	NA
YKR029C	751	0.107712765957447	0.454545454545455	0.236968085106383	0.00031804747456654	-2.1	-11.7
YKR035WA	204	0.580487804878049	0.696969696969697	0.832873806998939	0.00111910892554729	-2.9	NA
YKR038C	386	0.183462532299742	0.666666666666667	0.275193798449612	0.000343170494481985	-8.1	-17
YKR042W	365	5.13387978142076	1.84848484848485	2.777344799785	0.00663714394596749	0	-2.1
YKR043C	271	1.12132352941176	0.818181818181818	1.37050653594771	0.0020541964382161	0	NA
YKR048C	417	0.892344497607656	0.636363636363636	1.40225563909774	0.00172078136472687	-1.1	-10
YKR056W	639	0.253125	0.303030303030303	0.8353125	0.00126999640653993	-0.8	NA
YKR057W	87	25.8636363636364	31.969696969697	0.809004739336493	0.00204703585074673	0	-9.9
YKR060W	274	0.203636363636364	0.393939393939394	0.516923076923077	0.000688162447528863	-4.8	NA
YKR062W	328	0.319148936170213	0.333333333333333	0.957446808510638	0.00151329621384067	-5.4	NA
YKR065C	197	0.5	0.212121212121212	2.35714285714286	0.00315591274279204	0	NA
YKR066C	361	0.375690607734807	0.393939393939394	0.953676158096048	0.00134077775414428	0	-15.8
YKR068C	193	0.45360824742268	1	0.45360824742268	0.000568463196837489	-4.3	-8.4
YKR070W	352	0.269121813031161	0.484848484848485	0.55506373937677	0.000787313372571767	-2.4	NA
YKR071C	348	0.627507163323782	1.15151515151515	0.544940431307495	0.000858686468950547	-2.5	-6.6
YKR074W	155	1.01923076923077	1.45454545454545	0.700721153846154	0.00107511735170403	-0.1	NA
YKR080W	320	0.781931464174455	5.72727272727273	0.136527715966968	0.00021039431297393	-0.8	-0.9
YKR081C	344	0.889855072463768	0.575757575757576	1.54553775743707	0.00276404954930297	-4.7	-11.9
YKR082W	1157	0.141623488773748	0.303030303030303	0.467357512953368	0.000625737881608771	-2.5	-9.7
YKR083C	133	0.343283582089552	0.272727272727273	1.25870646766169	0.00167085626578165	-0.7	NA
YKR084C	611	0.243464052287582	0.333333333333333	0.730392156862745	0.0010417210319742	-0.9	NA
YKR085C	195	0.362244897959184	0.848484848484849	0.426931486880467	0.000561440169219817	0	-19.9
YKR087C	345	0.144508670520231	0.545454545454545	0.264932562620424	0.000352202629735117	-1.1	NA
YKR088C	337	0.198224852071006	0.515151515151515	0.38478941872607	0.000563538144604451	-1.4	-14
YKR092C	406	1.25061425061425	0.606060606060606	2.06351351351351	0.00296415361569773	0	-4.1
YKR093W	601	0.644518272425249	0.272727272727273	2.36323366555925	0.00396633790096574	-1.2	NA
YKR095W	1875	0.144456289978678	0.181818181818182	0.794509594882729	0.00111590585398054	-1.7	NA
YKR095WA	88	0.573033707865168	0.212121212121212	2.70144462279294	0.00333917741026952	-3.5	NA
YKR100C	355	0.129213483146067	0.757575757575758	0.170561797752809	0.000213648177603942	0	NA
YLL008W	752	0.462151394422311	0.484848484848485	0.953187250996016	0.00151385965353457	-0.6	NA
YLL009C	69	0.585714285714286	0.424242424242424	1.38061224489796	0.00253268377654097	0	-2.6
YLL010C	427	0.114485981308411	0.181818181818182	0.629672897196262	0.000732434714177244	-0.6	-4.7
YLL011W	489	0.285714285714286	0.575757575757576	0.496240601503759	0.000761786403861266	-3	-9.8
YLL014W	108	0.834862385321101	1.54545454545455	0.54020507285483	0.000656407858736421	0	-13.1
YLL015W	1559	0.0769230769230769	0.181818181818182	0.423076923076923	0.000571917602045257	-1.9	NA
YLL018C	557	2.86917562724014	0.515151515151515	5.56957621758381	0.0101399799695942	-1.6	NA
YLL022C	385	0.176165803108808	0.181818181818182	0.968911917098445	0.00119175590192752	-1.6	NA
YLL023C	279	0.185714285714286	0.333333333333333	0.557142857142857	0.000752679884829156	-1.5	-4.6
YLL026W	908	1.05720572057206	0.393939393939394	2.68367605991368	0.00485440751646831	0	-1
YLL027W	250	0.262948207171315	0.575757575757576	0.456699517718599	0.000616942646938006	0	NA
YLL031C	1017	0.0972495088408644	0.242424242424242	0.401154223968566	0.000591144184162034	-0.9	-16.9
YLL036C	503	0.123015873015873	0.363636363636364	0.338293650793651	0.000436797372479617	-1.4	NA
YLL041C	266	0.191011235955056	0.272727272727273	0.700374531835206	0.00101503084074323	-0.4	-11.1
YLL043W	669	0.158208955223881	0.545454545454545	0.290049751243781	0.000403980786201577	0	-9.2
YLL048C	1661	0.226835138387485	0.393939393939394	0.575812274368231	0.000868482912007786	-1.7	NA
YLL050C	143	8.96527777777778	8.81818181818182	1.01668098510882	0.00255230005381681	0	-6.4
YLR002C	663	0.295180722891566	0.303030303030303	0.974096385542169	0.00136042940637728	-1.7	-9.3
YLR003C	291	0.455479452054795	1	0.455479452054795	0.000632585017398481	-3.3	-7.9
YLR005W	461	0.136363636363636	0.454545454545455	0.3	0.000390878340049529	-3.5	-14.6
YLR008C	168	0.520710059171598	0.666666666666667	0.781065088757396	0.00118111133806401	-0.1	NA
YLR009W	199	1.85	1.06060606060606	1.74428571428571	0.00389709800549563	0	NA
YLR015W	505	0.0671936758893281	0.272727272727273	0.246376811594203	0.000335904485937835	-0.5	NA
YLR017W	337	0.50887573964497	1.06060606060606	0.479797125950972	0.000745876874246168	-2.4	NA
YLR018C	299	0.226666666666667	0.515151515151515	0.44	0.000494621457493403	-0.3	NA
YLR020C	538	0.0779220779220779	0.454545454545455	0.171428571428571	0.000235655296123414	-2.7	-21
YLR021W	179	0.188888888888889	0.181818181818182	1.03888888888889	0.0014885639850248	-3	NA
YLR022C	250	0.585657370517928	0.545454545454545	1.07370517928287	0.00144110100032338	-1.8	-12.5
YLR025W	240	0.50207468879668	0.363636363636364	1.38070539419087	0.00167153715230515	-0.2	-9.3
YLR026C	340	0.293255131964809	0.242424242424242	1.20967741935484	0.00161777214838927	0	-4.8
YLR027C	418	1.78042959427208	0.606060606060606	2.93770883054893	0.00460032969142914	0	-8.2
YLR028C	591	0.498310810810811	1.09090909090909	0.45678490990991	0.000680211458150334	0	-11.1
YLR033W	502	0.166998011928429	0.363636363636364	0.459244532803181	0.000638022504860054	-3.1	-10.7
YLR034C	473	0.225738396624473	0.242424242424242	0.931170886075949	0.00148863979025107	0	-6.2
YLR038C	83	1.08333333333333	0.757575757575758	1.43	0.00307345517763765	0	NA
YLR043C	103	7.48076923076923	3.6969696969697	2.0234867591425	0.00508830264209611	0	-4.9
YLR044C	563	78.4663120567376	6.84848484848485	11.4574703445679	0.037809826179679	0	-7.9
YLR045C	888	0.125984251968504	0.181818181818182	0.692913385826772	0.000888872817711809	-0.4	NA
YLR049C	428	0.151515151515152	0.575757575757576	0.263157894736842	0.000354315787149495	-0.6	NA
YLR050C	161	0.296296296296296	0.515151515151515	0.57516339869281	0.000805248788871996	0	-9.7
YLR051C	217	0.458715596330275	0.606060606060606	0.756880733944954	0.00103319049855865	-1.4	-14.1
YLR052W	250	0.223107569721116	0.212121212121212	1.05179282868526	0.00142087589547664	-2	-10.3
YLR056W	365	1.4344262295082	0.878787878787879	1.63227812323347	0.00250056939794885	-0.4	-7.4
YLR057W	849	0.0458823529411765	0.424242424242424	0.108151260504202	0.000147179140825627	0	-9.6
YLR058C	469	4.66382978723404	2.81818181818182	1.65490734385724	0.00418574068726161	0	-4.4
YLR059C	269	0.211111111111111	0.272727272727273	0.774074074074074	0.0010644307867693	0	NA
YLR060W	595	1.52181208053691	1.24242424242424	1.22487313799313	0.00229398265386572	0	-6.6
YLR061W	121	30.1229508196721	13	2.3171500630517	0.00783043159424409	0	-5
YLR063W	365	0.112021857923497	0.363636363636364	0.308060109289617	0.000394451161095048	-3.5	NA
YLR064W	273	0.281021897810219	0.393939393939394	0.71336327905671	0.000819770540020289	0	-10.1
YLR065C	181	0.346153846153846	0.757575757575758	0.456923076923077	0.000631830111388629	-2.2	-13.5
YLR066W	184	0.551351351351351	0.787878787878788	0.6997920997921	0.00111297000342283	-1	-12.7
YLR068W	151	0.480263157894737	0.606060606060606	0.792434210526316	0.00113260482070661	-3.5	-7.4
YLR071C	1082	0.0794090489381348	0.242424242424242	0.327562326869806	0.000442789329068654	-2.5	NA
YLR073C	200	0.169154228855721	0.272727272727273	0.620232172470979	0.000734474914734766	-3	NA
YLR074C	166	0.772455089820359	0.909090909090909	0.849700598802395	0.00111243441069458	0	NA
YLR075W	221	44.4594594594595	39.4545454545455	1.12685265911072	0.00342987401322515	0	-5
