,gene,experimental translation rate per transcript [s^-1],modelled translation rate [s^-1],transcript abundance,initiation rate [s^-1],ORF length [nts],CAI
2821,YFL045C,0.241587759952,8.87906438036,63.0,4.25712319948e-06,765.0,0.828283024634
2822,YFL010C,0.187459638841,1.9511299435,17.0,3.72808228502e-06,636.0,0.732149677012
2823,YDR141C,0.043245300563,0.0892680584198,4.0,6.51462950626e-07,5097.0,0.733897880551
2824,YBR117C,0.0271586687994,,,,2046.0,0.729944019875
2825,YJR028W,0.0431735724593,,,,1323.0,0.744946740872
2826,YDR083W,0.0867720580495,,,,1179.0,0.786199542182
2827,YDR168W,0.179260653876,0.884745762712,10.0,2.49560685264e-06,1521.0,0.774378487395
2828,YPL071C,0.0499801840057,0.0822033898306,2.0,1.15647883773e-06,471.0,0.742887109865
2829,YKL183W,0.160757016418,0.0991525423729,2.0,1.32503785977e-06,921.0,0.64186983786
2830,YLR362W,0.0951946554683,0.0502839063251,1.0,1.26308743967e-06,2154.0,0.743690148664
2831,YPL024W,0.0544697387094,0.047175141243,2.0,7.11648729083e-07,726.0,0.71330844176
2832,YKL134C,0.025325394018,0.0259894347298,1.0,8.41157269851e-07,2319.0,0.742043893838
2833,YOR313C,0.0592383123268,,,,1017.0,0.771808206267
2834,YAL026C,0.0160173639045,0.108195146756,5.0,6.46753867838e-07,4068.0,0.771076552594
2835,YFL017W-A,0.308404428904,,,,234.0,0.67492273692
2836,YAR060C,0.17408495671,,,,336.0,
2837,YGL237C,0.136667126149,0.0745762711865,1.0,2.15609533082e-06,798.0,0.708405498184
2838,YPR094W,0.314827029555,0.169491525424,3.0,1.7135241699e-06,324.0,0.717599399721
2839,YNL295W,0.0129715824916,0.0251419531625,1.0,7.10831849159e-07,1575.0,0.706308745147
2840,YDR540C,0.112567340067,,0.0,1.37775366126e-06,540.0,0.772395763382
2841,YOL156W,0.00913483425807,,,,1704.0,0.712134052678
2842,YOL129W,0.139986240786,0.735593220339,12.0,1.78760603078e-06,555.0,0.725709360461
2843,YDR299W,0.012370867554,0.334745762712,4.0,2.50804068492e-06,1605.0,0.768938852007
2844,YBR182C,0.0462693825674,,0.0,9.00063348431e-07,1359.0,0.718809465239
2845,YPL040C,0.0285817386225,0.0231644961722,1.0,4.85124000077e-07,3009.0,0.723601343394
2846,YIL091C,0.0324087131705,0.175993672138,4.0,1.39268164047e-06,2166.0,0.737825674531
2847,YPL104W,0.0287170644227,0.0285318794316,1.0,7.06884757442e-07,1977.0,0.736880738349
2848,YLR253W,0.0384494949495,0.0426565722196,2.0,6.38322594188e-07,1710.0,0.703327767448
2849,YBR215W,0.116561340974,0.0519788694596,1.0,1.59017793565e-06,1878.0,0.769326224305
2850,YIL106W,0.108220118647,0.197457627119,3.0,2.00664110547e-06,945.0,0.713004798766
2851,YML127W,0.135078168281,0.146614311139,4.0,1.08094887495e-06,1746.0,0.700127125809
2852,YLR188W,0.0330743207941,0.10593519591,5.0,5.16777634838e-07,2088.0,0.71087902414
2853,YGR084C,0.020323083779,0.14209039548,3.0,1.33472527483e-06,1020.0,0.719966690531
2854,YJR093C,0.106391053831,0.135593220339,2.0,1.94784871187e-06,984.0,0.727166857209
2855,YGR146C,0.0282705831904,0.144915254237,4.0,9.82175250269e-07,636.0,0.731217415704
2856,YNL237W,0.143943899868,,0.0,1.35648474879e-06,1380.0,0.701181634425
2857,YMR251W,0.0220495967853,,,,1101.0,0.632251044234
2858,YJL195C,0.0852895622896,,,,702.0,
2859,YDL073W,0.0351610993181,0.0242944715953,2.0,3.41510279631e-07,2955.0,0.755064175917
2860,YDL004W,0.161380387728,1.690160739,17.0,3.09322263709e-06,483.0,0.798200413223
2861,YLR059C,0.131653277217,0.25790960452,5.0,1.42014518272e-06,810.0,0.643347256287
2862,YDR507C,0.0634085421141,0.197463205175,5.0,1.17736426556e-06,3429.0,0.751445899017
2863,YEL007W,0.033519194948,,,,2001.0,0.769133906432
2864,YDR040C,0.0182460872461,,,,3276.0,0.749441828645
2865,YPL248C,0.038965141208,,0.0,3.39049295506e-07,2646.0,0.707122664924
2866,YMR233W,0.154411511592,0.0884180790961,2.0,1.22145448716e-06,681.0,0.724847240092
2867,YNL080C,0.0508457600528,0.0627136359785,4.0,4.47356885064e-07,1101.0,0.67102609013
2868,YDR022C,0.118329026304,0.025988700565,1.0,8.93488263373e-07,591.0,0.736604802715
2869,YPL266W,0.120937231247,0.493220338983,8.0,1.77362079577e-06,957.0,0.752365812944
2870,YLL064C,0.174461808164,,,,363.0,0.771621529633
2871,YGR051C,0.183509539843,,,,324.0,
2872,YOR080W,0.00775013860154,0.0141246927879,1.0,3.37951769582e-07,2199.0,0.735758143561
2873,YGL062W,0.0624979335338,,,,3537.0,0.771520338596
2874,YER169W,0.0226499752861,0.0220345207492,1.0,7.48061981803e-07,2391.0,0.715003109665
2875,YOL016C,0.17333604347,0.174858757062,3.0,1.67434828138e-06,1344.0,0.743788719502
2876,YOR226C,0.14987820884,0.507627118644,8.0,1.87080819091e-06,471.0,0.657860598135
2877,YEL025C,0.0179163799475,0.0135597050764,2.0,2.50605997788e-07,3567.0,0.733584285937
2878,YNL186W,0.035733458163,0.140964434024,5.0,8.23781362677e-07,2379.0,0.745617715697
2879,YCL044C,0.0533352182108,0.0635593220339,1.0,1.8020635975e-06,1254.0,0.657384277711
2880,YMR146C,0.103556475676,2.62937853108,28.0,2.7061859756e-06,1044.0,0.754944883193
2881,YHR214C-B,0.0100521675983,,,,5382.0,0.737558451302
2882,YCR060W,0.192613095238,0.229096045198,5.0,1.32781714009e-06,336.0,0.611768090054
2883,YBR016W,0.307030600579,1.0395480226,9.0,3.44272737606e-06,387.0,0.66171062686
2884,YPR116W,0.104850712158,0.0279661016949,1.0,7.39222269809e-07,834.0,0.726297662672
2885,YOR198C,0.12670361792,3.89830508475,31.0,3.69624674169e-06,1413.0,0.782706157384
2886,YHR089C,0.192968946749,2.83369586712,15.0,6.17647080514e-06,618.0,0.732369994439
2887,YMR168C,0.0108647227613,0.0209045453262,1.0,5.28572510891e-07,1827.0,0.733963325217
2888,YGR204W,0.0705707188037,1.8593745586,26.0,1.98631304209e-06,2841.0,0.733728351274
2889,YLL035W,0.0460479550641,0.0641261052573,2.0,8.19641500622e-07,1899.0,0.729677581579
2890,YCR006C,0.148246835443,,,,474.0,
2891,YPR056W,0.0639746133905,0.0861606260064,2.0,1.18414892975e-06,1017.0,0.749957794767
2892,YPL237W,0.134439853076,2.90734463277,39.0,2.15772482252e-06,858.0,0.787074153369
2893,YDR117C,0.0957432451726,0.164406779661,3.0,1.60245333746e-06,1698.0,0.751106712063
2894,YDR392W,0.108503675811,0.122881355932,2.0,1.94374442882e-06,1014.0,0.722796005327
2895,YJL078C,0.0228419569848,0.270629113817,4.0,1.90535672533e-06,2646.0,0.699951707479
2896,YGR200C,0.0435851877456,0.326280403401,7.0,1.33973908016e-06,2367.0,0.779076691734
2897,YIL127C,0.18149160201,0.282485875706,4.0,2.15387883451e-06,621.0,0.734957026637
2898,YOR338W,0.0154427794428,,,,1092.0,0.730498322373
2899,YER044C-A,0.0782759229099,,,,1227.0,0.71986008319
2900,YKL051W,0.0176495463106,,0.0,1.37685785401e-06,1062.0,0.711440922706
2901,YLR294C,0.220708539945,,,,330.0,
2902,YPL167C,0.0136700896003,,0.0,9.49454605694e-08,4515.0,0.749456761164
2903,YLR223C,0.0271891288576,0.0706234639397,2.0,9.57771602686e-07,3258.0,0.761252221383
2904,YJL178C,0.189367128134,0.573446327684,9.0,1.94901394558e-06,816.0,0.7182500737
2905,YPR038W,0.202836363636,,,,360.0,
2906,YKL164C,0.138775651249,,,,1026.0,0.828798213619
2907,YBL098W,0.114179648984,0.0994350282486,2.0,1.52214710526e-06,1383.0,0.747587671178
2908,YKL113C,0.136996703326,0.252824858757,5.0,1.41702177552e-06,1149.0,0.753577523562
2909,YLR205C,0.12818459043,0.0528248587571,1.0,1.53849450903e-06,954.0,0.639366133839
2910,YMR022W,0.140890653523,0.41186440678,7.0,1.87930139946e-06,498.0,0.725321425282
2911,YFL059W,0.0625855883247,,,,897.0,0.717010395996
2912,YML094W,0.153172782593,0.672033898305,7.0,2.91436176254e-06,492.0,0.751968911489
2913,YKR006C,0.133822368614,0.350847457627,6.0,1.86158642758e-06,795.0,0.747856688163
2914,YPR138C,0.0114379097093,0.0692090395481,4.0,4.96595119315e-07,1470.0,0.74469671698
2915,YNL119W,0.080220790905,0.065538574536,2.0,9.04585008771e-07,1482.0,0.767979624155
2916,YNR019W,0.055864930801,0.27175141243,4.0,1.97433066012e-06,1929.0,0.726378529257
2917,YGR158C,0.129337856654,0.252542372882,4.0,1.7824548157e-06,753.0,0.724438962849
2918,YKL077W,0.222376950163,1.0581920904,15.0,2.13739400873e-06,1179.0,0.77261966833
2919,YFR046C,0.0628827222501,0.0276836158192,1.0,8.2266565089e-07,1086.0,0.694720684053
2920,YPL050C,0.200097150801,0.479943502825,11.0,1.31485645318e-06,1188.0,0.763701079385
2921,YIL058W,0.394014417863,,,,285.0,
2922,YJR114W,0.159263937081,,,,393.0,
2923,YJR141W,0.0641017067224,0.021186440678,1.0,4.88275454738e-07,1044.0,0.735199116322
2924,YLR354C,0.165791245791,10.2036723164,69.0,4.33975480098e-06,1008.0,0.812536068946
2925,YHR022C,0.020946193452,,,,771.0,0.723197502617
2926,YLR301W,0.176628150897,3.31836158192,27.0,3.65795933872e-06,735.0,0.803181066154
2927,YGR098C,0.0477729099703,0.0211870391819,2.0,2.68065586707e-07,4893.0,0.727462172005
2928,YAL009W,0.0830764568765,0.0508474576271,2.0,7.83067851843e-07,780.0,0.686085870121
2929,YJR054W,0.0118648127865,0.0333342749795,2.0,4.17836865243e-07,1494.0,0.745292958444
2930,YDL160C,0.152825196741,1.50254237288,16.0,2.75245282107e-06,1521.0,0.775450881751
2931,YGR167W,0.175852551153,1.92062146893,19.0,3.1164130994e-06,702.0,0.76392802658
2932,YJL143W,0.240267308303,0.883898305085,6.0,5.26016968128e-06,477.0,0.764552703073
2933,YBR161W,0.193504782574,0.0813559322034,2.0,1.14041792393e-06,1131.0,0.727097070041
2934,YNL002C,0.108717612659,1.00734463277,13.0,2.3125720968e-06,969.0,0.790418510875
2935,YPL145C,0.187773384419,1.11129943503,16.0,1.93406950486e-06,1305.0,0.782848494171
2936,YHL019C,0.035796479648,0.0220345207492,1.0,6.8526872126e-07,1818.0,0.681842973248
2937,YIL118W,0.151571521247,0.576553672317,7.0,2.67502689581e-06,696.0,0.738207123055
2938,YPL190C,0.102379444507,,,,2409.0,0.771444611643
2939,YGL214W,0.340209890314,,,,486.0,
2940,YGR018C,0.310856446281,,,,330.0,0.711079093741
2941,YOR267C,0.0623344231792,,,,2280.0,0.782883625417
2942,YHR009C,0.0666574446758,0.245197740113,9.0,7.50093389405e-07,1572.0,0.719656592572
2943,YOR385W,0.0220047554584,0.0593220338983,1.0,1.61039413259e-06,873.0,0.737884646194
2944,YGR185C,0.148999667562,2.60960451978,34.0,2.30733027086e-06,1185.0,0.784636714418
2945,YJL189W,0.383781702374,133.568361582,552.0,7.91103282155e-06,156.0,0.805600993135
2946,YLL050C,0.296837119463,14.7696262606,93.0,4.80143896273e-06,432.0,0.840074076455
2947,YDR420W,0.0115860938839,,,,5409.0,0.716059835521
2948,YGL172W,0.112479851368,0.309322033898,5.0,1.80966166931e-06,1419.0,0.707063861752
2949,YNL274C,0.167025410803,0.142655367232,2.0,2.19179892436e-06,1053.0,0.732655794545
2950,YPL023C,0.107164749317,0.185880957089,4.0,1.28715936673e-06,1974.0,0.725308560354
2951,YGL149W,0.344182610418,,,,306.0,
2952,YOR063W,0.153331016349,77.5734463277,491.0,4.76835670584e-06,1164.0,0.820878917445
2953,YOL080C,0.0710332288401,0.165536723164,3.0,1.63796416635e-06,870.0,0.735614305271
2954,YOL037C,0.161851309707,,,,354.0,
2955,YOL117W,0.030722863308,0.0271194101528,1.0,7.98828087875e-07,1938.0,0.725627842412
2956,YBR283C,0.177790948178,1.48305084746,22.0,1.92139400491e-06,1473.0,0.78732037614
2957,YLR447C,0.175654960005,2.14293785311,35.0,1.73984419442e-06,1038.0,0.780578145163
2958,YML104C,0.0049929615302,0.015254668211,2.0,2.12848740303e-07,3384.0,0.746126532648
2959,YNR033W,0.0941718504845,0.0895505522755,3.0,8.32838860547e-07,2364.0,0.707382913436
2960,YNR044W,0.164656148259,0.136162038476,2.0,1.93481677915e-06,2178.0,0.7601634831
2961,YDR195W,0.0360476109409,0.0553672316385,1.0,1.64192206587e-06,1602.0,0.745127752586
2962,YNL256W,0.0384001553103,0.101132800362,3.0,8.96639694518e-07,2475.0,0.751853177425
2963,YGR126W,0.0283922777559,0.0661016949153,1.0,1.58113516652e-06,693.0,0.755124209826
2964,YGL045W,0.063301010101,,0.0,8.65725221406e-07,1629.0,0.692224414215
2965,YER106W,0.0231083775044,,,,909.0,0.759678226387
2966,YCR107W,0.0155513653014,,,,1092.0,0.713514044066
2967,YJL020C,0.107839306275,0.321760501709,6.0,1.64588062842e-06,3474.0,0.739477084011
2968,YBL107C,0.0393877352202,0.133333333333,3.0,1.2465501579e-06,591.0,0.730727430353
2969,YGR258C,0.0198096370684,0.0276843978644,1.0,6.79468757584e-07,3096.0,0.717584954312
2970,YPL234C,0.158617814509,1.53531073446,26.0,1.79683159828e-06,495.0,0.744601746737
2971,YPL283C,0.0164156635337,,,,5580.0,0.658193927792
2972,YLR156W,0.137066403162,,,,345.0,0.625131881437
2973,YPR017C,0.16530702862,0.139265536723,3.0,1.36424287638e-06,432.0,0.725804993585
2974,YEL044W,0.129348394121,0.331073446328,5.0,2.03486665718e-06,501.0,0.627969970569
2975,YML071C,0.0597894471026,0.0915254237289,2.0,1.37959408611e-06,1824.0,0.731770802869
2976,YLR016C,0.162147105198,0.0706214689266,2.0,1.00470626133e-06,615.0,0.673898558382
2977,YER120W,0.162322943723,2.90367231639,29.0,3.02960527622e-06,735.0,0.725669147854
2978,YBR042C,0.0576656007309,0.126553672316,4.0,8.25204712483e-07,1194.0,0.731941937316
2979,YHR111W,0.123762385762,0.145480225989,3.0,1.5148615505e-06,1323.0,0.718507443162
2980,YGL071W,0.0277725299303,0.0759908471991,3.0,6.63269649871e-07,2073.0,0.733395655557
2981,YCR047C,0.130502748499,0.204237288136,3.0,1.97806536851e-06,828.0,0.57860074821
2982,YDR437W,0.297167275593,0.0612994350283,1.0,1.78793050892e-06,423.0,0.677564790125
2983,YDL038C,0.00802421475024,,,,,
2984,YBR202W,0.0215452396303,0.167236362609,4.0,1.20118520225e-06,2538.0,0.734281558235
2985,YKL205W,0.0572567161167,0.0997203310829,4.0,7.52618857983e-07,3303.0,0.756089730243
2986,YER033C,0.0336819447962,0.0225995084607,1.0,6.75785629391e-07,3231.0,0.736792648056
2987,YHR040W,0.0943845842622,0.0612994350283,1.0,1.83220352709e-06,1101.0,0.631643661988
2988,YML057W,0.079850137741,0.143506878725,3.0,1.31677390125e-06,1815.0,0.710692696914
2989,YDR178W,0.22509995005,0.316101694915,3.0,3.14148429393e-06,546.0,0.742034549182
2990,YKR038C,0.0784981449567,0.193220338983,6.0,8.80534764655e-07,1161.0,0.693047942532
2991,YLR432W,0.146987630118,,,,1572.0,0.827114936118
2992,YJR004C,0.00892918431628,,,,1953.0,0.748912549073
2993,YIR027C,0.0268642170074,,,,1383.0,0.700322817282
2994,YJL115W,0.135519718615,0.277401129944,2.0,4.31311625265e-06,840.0,0.714343059727
2995,YJR073C,0.124144049188,0.278531073446,5.0,1.73158056821e-06,621.0,0.645723096757
2996,YGL004C,0.125417935334,0.0644067796611,1.0,1.68215089308e-06,1254.0,0.725316456954
2997,YMR292W,0.05605415398,0.453672316384,8.0,1.69447448151e-06,417.0,0.735406374257
2998,YMR132C,0.159449731767,0.0556497175142,1.0,1.67993707145e-06,627.0,0.750252665938
2999,YPL008W,0.025313435984,0.0138421989322,1.0,3.27690839015e-07,2586.0,0.727582530804
3000,YDL116W,0.0285143595515,0.147744286562,4.0,1.06197591128e-06,2181.0,0.749778864169
3001,YLR435W,0.153706331313,0.666101694916,5.0,4.28410944697e-06,618.0,0.769110829428
3002,YLR409C,0.0201896518375,0.295771066979,6.0,1.3337105388e-06,2820.0,0.759912964271
3003,YPL088W,0.0144909149807,,0.0,5.05327735814e-07,1029.0,0.712903848823
3004,YKR065C,0.207432756862,0.65,9.0,2.1251797343e-06,594.0,0.742404606106
3005,YMR041C,0.213310663179,0.040395480226,1.0,1.13718447192e-06,1008.0,0.733520496657
3006,YLR078C,0.130990826746,0.246892655367,5.0,1.41358873268e-06,735.0,0.742841003745
3007,YMR267W,0.118756020007,0.143785310735,3.0,1.26997043828e-06,933.0,0.740755085345
3008,YDR078C,0.0870535714286,0.00960451977402,1.0,4.29373733251e-07,672.0,0.751073994559
3009,YMR109W,0.0667259902302,0.248877086924,8.0,8.52954107595e-07,3660.0,0.775427950441
3010,YDR232W,0.0847781641552,0.626271186441,12.0,1.44088070633e-06,1647.0,0.719429179711
3011,YDR245W,0.20013383582,0.384745762712,10.0,1.16191292913e-06,1182.0,0.740808796132
3012,YGR276C,0.0678711501295,0.140395480226,3.0,1.3839260575e-06,1662.0,0.743674385482
3013,YDL138W,0.00815657887778,0.00762733410549,1.0,2.64623838437e-07,2292.0,0.695539143001
3014,YOR289W,0.148450521084,0.0564971751413,1.0,1.47003336305e-06,756.0,0.729663541334
3015,YPR071W,0.0995931961121,0.0669491525424,2.0,9.05308487244e-07,636.0,0.718705278713
3016,YHR175W,0.119704944179,0.253389830509,5.0,1.42911831677e-06,570.0,0.705839715882
3017,YOR013W,0.218723116515,,,,471.0,
3018,YMR325W,0.0512687676768,,,,375.0,0.815832926861
3019,YNL150W,0.300761950386,,,,408.0,
3020,YNL105W,0.0518982128982,,,,429.0,
3021,YDR314C,0.027051685688,0.0096047910958,1.0,3.26692261292e-07,2079.0,0.74757051732
3022,YKL098W,0.0572175385136,0.0403966213735,2.0,5.90775552739e-07,1074.0,0.677509526442
3023,YBL084C,0.0460906615563,,,,2277.0,0.744375026104
3024,YKL018W,0.063472543618,0.0983050847458,2.0,1.46641078676e-06,990.0,0.729704422572
3025,YBR111C,0.181622627133,1.03163841808,13.0,2.34547857822e-06,696.0,0.754456141517
3026,YFL047W,0.0661644133644,0.0816407243143,3.0,7.34154233213e-07,2145.0,0.724657362845
3027,YPR144C,0.0108941129194,0.167514124294,4.0,1.25365173022e-06,1659.0,0.740678436286
3028,YKL136W,0.16813966735,,,,399.0,
3029,YIL166C,0.035261844969,,,,1629.0,0.732669530322
3030,YPL026C,0.0124065104324,0.0573446327684,2.0,9.44283732397e-07,1509.0,0.730729606182
3031,YIR011C,0.151624905303,0.132768361582,3.0,1.34346873119e-06,960.0,0.714518920388
3032,YGL226C-A,0.18615938006,,,,261.0,0.769028891838
3033,YBL005W-A,0.0798110790444,,,,1323.0,0.747053217042
3034,YDR332W,0.00820926657883,0.0115822480861,1.0,3.47649884836e-07,2070.0,0.738910277157
3035,YOL154W,0.0231951111111,,,,750.0,0.789441568093
3036,YGL235W,0.161481242594,,,,537.0,0.663521382274
3037,YBR130C,0.0505866410585,0.179378531074,5.0,1.02829677831e-06,1278.0,0.762645060731
3038,YNL297C,0.00381977996211,0.0813582304585,4.0,5.74394301286e-07,4911.0,0.741738811665
3039,YOR344C,0.0169003390065,0.334463276836,4.0,2.27230524021e-06,876.0,0.746943631855
3040,YOR002W,0.132731363173,0.141811915591,6.0,6.50743848709e-07,1635.0,0.723195244698
3041,YDR189W,0.123246635773,0.278531073446,5.0,1.61134857889e-06,2001.0,0.748054676335
3042,YAL028W,0.0976802810716,,0.0,4.41375173966e-07,1587.0,0.696699094215
3043,YPR092W,0.259745979402,,,,306.0,
3044,YOR079C,0.113413543074,0.0491525423729,1.0,1.49040820699e-06,942.0,0.730295068979
3045,YDR404C,0.133386011276,0.411581920904,8.0,1.62459076077e-06,516.0,0.733279916939
3046,YHR132C,0.299060020155,0.538700564972,8.0,1.98594428131e-06,1293.0,0.717308263096
3047,YOL049W,0.0819845466864,0.331355932204,10.0,9.19103916266e-07,1476.0,0.755546228106
3048,YDR542W,0.0521253026129,,,,363.0,0.76246129872
3049,YBR180W,0.0609980080032,,,,1719.0,0.733627805501
3050,YIL093C,0.136282085001,0.110169491525,2.0,1.67492357269e-06,795.0,0.682320965536
3051,YLR397C,0.0935243575318,0.139834458601,3.0,1.26636311337e-06,2343.0,0.726609287149
3052,YIL104C,0.159319621411,0.0943502824859,2.0,1.32409301994e-06,1524.0,0.725698787351
3053,YIL151C,0.0175698811168,0.015254668211,2.0,2.44878601552e-07,3357.0,0.756354565233
3054,YBR213W,0.0763719008264,0.0522598870057,1.0,1.62795612372e-06,825.0,0.609001923498
3055,YPL102C,0.317821812181,,,,303.0,
3056,YLR255C,0.195860811505,,,,354.0,
3057,YGR144W,0.0680226114355,,,,981.0,0.791705076746
3058,YGR111W,0.0933512179148,0.194632768362,4.0,1.35807857264e-06,1203.0,0.739955840287
3059,YGL155W,0.0904305789995,0.0943502824859,4.0,6.26489776642e-07,1131.0,0.714315623005
3060,YJR095W,0.100236829596,,,,969.0,0.771972707721
3061,YOL063C,0.0303637186057,0.0225995084607,2.0,3.9920440622e-07,2874.0,0.72120505174
3062,YLR466W,0.0119225662263,,,,4149.0,0.646619236419
3063,YJL193W,0.0148068025165,0.0516949152543,2.0,7.7679370082e-07,1209.0,0.724328281802
3064,YEL027W,0.266763849677,11.6757535524,96.0,3.81777025479e-06,483.0,0.854619145028
3065,YOL014W,0.280080880808,,,,375.0,0.753472948683
3066,YDR123C,0.0768074515648,0.0460451977401,1.0,1.3264034757e-06,915.0,0.692416801022
3067,YNL235C,0.24752739899,,,,432.0,
3068,YLR057W,0.0226195365419,0.0516963756039,2.0,6.90976595807e-07,2550.0,0.718963395512
3069,YLR320W,0.0116531708841,0.00621486482669,1.0,1.46639924773e-07,4365.0,0.732899849296
3070,YFR014C,0.109214742503,0.133333333333,3.0,1.2583360892e-06,1341.0,0.743340085388
3071,YMR231W,0.0617594723938,0.0564987711518,2.0,8.22369909043e-07,3090.0,0.745921528235
3072,YLR452C,0.0930813875522,0.211587897963,7.0,8.30152477527e-07,2097.0,0.761388487817
3073,YJR160C,0.044720424812,,,,1809.0,0.73394577947
3074,YOR086C,0.066755514709,0.426848216052,10.0,1.16891781253e-06,3561.0,0.769597735303
3075,YDR020C,0.0864116269996,0.106214689266,2.0,1.48653940723e-06,699.0,0.717178864401
3076,YPL213W,0.030866066523,0.0717514124294,1.0,2.10555572088e-06,717.0,0.713324132278
3077,YNL082W,0.0754298945254,0.0415265967965,1.0,1.10325870999e-06,2622.0,0.755303806188
3078,YOR279C,0.112664750398,,0.0,1.9269952346e-06,933.0,0.733003746927
3079,YPL264C,0.0189742909319,,0.0,1.56750030053e-06,1062.0,0.710084526867
3080,YOR224C,0.170916099773,2.36532105427,26.0,2.70797482877e-06,441.0,0.739054342824
3081,YGL060W,0.0731534031908,0.0672335376706,2.0,9.69240161025e-07,1926.0,0.738485255324
3082,YCL046W,0.188910493827,,,,324.0,
3083,YNL188W,0.0158698273053,0.0347467442583,2.0,4.58508669823e-07,1302.0,0.715439700649
3084,YGL100W,0.107736207792,0.317514124294,7.0,1.28938089068e-06,1050.0,0.741301556145
3085,YMR140W,0.0112866831581,0.0706234639397,2.0,9.66985243572e-07,1470.0,0.750192721593
3086,YGL034C,0.062521112767,,,,366.0,
3087,YPR114W,0.108860797852,0.288418079096,8.0,1.03487183104e-06,948.0,0.700161447316
3088,YBR018C,0.0141055789503,,,,1101.0,0.79360098989
3089,YPR163C,0.136667706816,4.46440677966,39.0,3.43339359567e-06,1311.0,0.820799054309
3090,YEL005C,0.0244507620373,0.0217514124294,1.0,6.51177901714e-07,849.0,0.737250434885
3091,YDR035W,0.139965885268,0.975141242938,12.0,2.33637764523e-06,1113.0,0.769290266689
3092,YOR242C,0.140006082329,,,,1116.0,0.761380651253
3093,YCR059C,0.13234034944,0.149435028249,5.0,8.66647074782e-07,777.0,0.618508913668
3094,YGL053W,0.0909136745607,,,,714.0,0.693527753263
3095,YCR004C,0.169546680515,1.71158192091,18.0,2.83635115399e-06,744.0,0.759076872509
3096,YDR115W,0.218599771298,0.370914432611,6.0,1.93713086481e-06,318.0,0.710944024333
3097,YMR166C,0.0524939640305,0.0514124293786,2.0,7.4310032043e-07,1107.0,0.705635265821
3098,YML038C,0.0442954374444,0.0745783779203,4.0,5.40265160154e-07,1329.0,0.720611990611
3099,YBR098W,0.0421405367232,,0.0,7.18709325103e-07,2076.0,0.726291443282
3100,YLR031W,0.0353351158645,,,,561.0,0.745041546893
3101,YDL159W,0.0390354122622,0.0378541766717,1.0,1.06529838395e-06,1548.0,0.725345911945
3102,YJR038C,0.191553969447,,,,363.0,
3103,YGL018C,0.207337876058,0.090395480226,1.0,2.5048790795e-06,555.0,0.731150846958
3104,YMR075W,0.0101254294773,0.0378541766717,1.0,1.03457052904e-06,2055.0,0.761305428226
3105,YMR020W,0.0750228790856,0.0251419531625,1.0,6.48067546345e-07,1527.0,0.732498304702
3106,YDR379W,0.0219473447345,0.0248594593068,1.0,7.27319510692e-07,3030.0,0.731015314685
3107,YHR169W,0.101454498691,0.185310734463,4.0,1.31497700381e-06,1296.0,0.715227071759
3108,YDR215C,0.250836537247,,,,414.0,
3109,YNL059C,0.10073445834,0.183338512387,5.0,1.02677733059e-06,2268.0,0.761149340254
3110,YBL042C,0.0984871164773,0.206497175141,5.0,1.17416669012e-06,1920.0,0.721022694366
3111,YPL161C,0.0563635328044,0.0457640046329,1.0,1.07227576695e-06,1902.0,0.725954225727
3112,YIL121W,0.0391781907473,0.104240232775,4.0,7.64116630864e-07,1629.0,0.705810267684
3113,YLR278C,0.0161330668834,0.0361592135371,2.0,4.85444394159e-07,4026.0,0.72397890019
3114,YOR293W,0.231612425192,53.9916381819,266.0,6.33543908233e-06,318.0,0.842662827629
3115,YGR239C,0.0236581384782,0.0449152542373,1.0,1.28120934082e-06,867.0,0.664510415651
3116,YKL111C,0.337730690837,,,,336.0,
3117,YJL041W,0.0261819652244,,,,2472.0,0.759806449752
3118,YDL097C,0.118851108789,0.899717514125,14.0,1.8660112546e-06,1305.0,0.71027589788
3119,YLR203C,0.0833262210203,0.292655367232,7.0,1.12568693439e-06,1311.0,0.71098505977
3120,YKR004C,0.0255213224394,0.0172321252013,1.0,5.70692522638e-07,1134.0,0.763303465838
3121,YML096W,0.0364653185851,0.0497189186136,2.0,7.1574381843e-07,1578.0,0.73148116651
3122,YHR192W,0.132896622135,0.144915254237,3.0,1.38677078029e-06,837.0,0.696789337133
3123,YIL003W,0.0791654298083,0.0675141242938,2.0,1.03558676701e-06,882.0,0.711799587342
3124,YBR163W,0.00993942841383,0.0169496313455,2.0,2.60352687746e-07,1758.0,0.746887643082
3125,YDR465C,0.188534277399,0.236723163842,4.0,1.7791591323e-06,1239.0,0.74747712069
3126,YKL079W,0.0486414556524,0.0590412158536,2.0,8.93194504106e-07,1971.0,0.728602042958
3127,YFR044C,0.195687254286,2.27627118644,31.0,2.20006363751e-06,1446.0,0.777713992814
3128,YFR033C,0.245431934207,0.431638418079,8.0,1.46416800574e-06,444.0,0.714620673044
3129,YJR116W,0.0766994588745,0.0847457627119,2.0,1.15409557212e-06,840.0,0.619883543236
3130,YGL229C,0.0257745587746,0.0101697788073,1.0,3.31606784174e-07,2457.0,0.754725431502
3131,YLR356W,0.124317263545,0.139830508475,2.0,1.95361201755e-06,594.0,0.73570979417
3132,YKL057C,0.0181579961464,0.147744286562,5.0,8.22607242002e-07,3114.0,0.767514969971
3133,YJR056C,0.0279382431914,0.0480225988701,1.0,1.36349157667e-06,711.0,0.686159190936
